id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SIRPA	12	0.0043947	0.0058014	0.116106	945	6	-0.48057	0.13701	0.20488	0.643029	6007	1	-0.48057
HGSNAT	12	0.0043964	0.0058014	0.116106	946	7	-0.53375	0.41541	0.5298	0.890069	11202	2	-0.53375
LOC441155	12	0.0044009	0.0058019	0.116106	947	7	-0.50579	0.63005	0.72419	0.967781	14124	2	-0.50579
LGR5	12	0.0044175	0.0059301	0.11842	948	5	-0.12894	0.14164	0.21138	0.650255	6140	4	-0.12894
HIPK2	12	0.004427	0.0060164	0.120017	949	7	-0.46516	0.99031	0.98523	1.0	18475	0	-0.46516
IGFBP2	12	0.0044465	0.0060389	0.120223	950	4	-0.15094	0.2528	0.34713	0.779169	8412	4	-0.15094
CTTN	12	0.004452	0.0060394	0.120223	951	7	-0.45355	0.95924	0.94292	1.0	17667	1	-0.45355
GSK3B	12	0.0044778	0.0060676	0.120542	952	5	-0.1378	0.68018	0.76301	0.983357	14641	2	-0.1378
NCAM2	12	0.0044924	0.0060682	0.120542	953	7	-0.52591	0.72064	0.7853	0.98754	15026	2	-0.52591
BAZ2A	12	0.0045204	0.0061691	0.122418	954	5	-0.044334	0.3438	0.45632	0.857171	10056	3	-0.044334
ARF6	12	0.0045327	0.0061837	0.12258	955	5	-0.21618	0.98893	0.98308	1.0	18418	0	-0.21618
MARC1	12	0.004548	0.0062052	0.122877	956	5	-0.30399	0.34324	0.45566	0.856453	10049	3	-0.30399
SF3B3	8	0.0045536	0.0065749	0.128851	957	6	-0.45499	0.55795	0.61754	0.933646	13003	1	-0.45499
DYNC1I2	12	0.0045732	0.0063783	0.12592	958	4	0.09225	0.58013	0.68176	0.963203	13348	1	0.09225
RFXANK	12	0.0045745	0.0063783	0.12592	959	7	-0.52526	0.0032025	0.010104	0.218667	858	3	-0.52526
FOXC1	12	0.004591	0.0063788	0.12592	960	7	-0.5682	0.81784	0.85594	1.0	16058	2	-0.5682
C11orf44	12	0.0046246	0.0064311	0.126688	961	4	-0.1916	0.86029	0.89103	1.0	16686	2	-0.1916
PCDHGA5	12	0.0046352	0.0064311	0.126688	962	7	-0.4281	0.36636	0.48661	0.876503	10447	2	-0.4281
PUM2	12	0.0046474	0.0064819	0.127169	963	6	-0.43197	0.99232	0.98824	1.0	18538	0	-0.43197
C1orf115	12	0.004652	0.0064819	0.127169	964	7	-0.47121	0.67782	0.76086	0.982662	14621	2	-0.47121
SGCA	12	0.0046708	0.0064824	0.127169	965	6	-0.48588	0.39628	0.51749	0.888574	10986	1	-0.48588
CFP	12	0.0046815	0.0064824	0.127169	966	4	-0.15326	0.3612	0.4811	0.876503	10361	3	-0.15326
SIX4	12	0.0046955	0.0067125	0.131015	967	6	-0.40914	0.99369	0.99108	1.0	18591	0	-0.40914
GNA13	12	0.0046972	0.0067125	0.131015	968	5	-0.052247	0.055397	0.093198	0.476074	3702	3	-0.052247
SIAH3	12	0.0047102	0.006713	0.131015	969	4	-0.087987	0.38126	0.50409	0.884425	10734	2	-0.087987
CAMK4	12	0.0047119	0.006713	0.131015	970	5	-0.32759	0.24959	0.34373	0.77742	8342	2	-0.32759
LRRC52	12	0.0047288	0.0067277	0.13103	971	5	-0.146	0.074488	0.12309	0.535715	4320	4	-0.146
PRH2	12	0.0047343	0.0067277	0.13103	972	4	-0.20447	0.51829	0.61844	0.933646	12461	2	-0.20447
KRTAP6-1	12	0.0047502	0.0067575	0.131476	973	5	-0.27469	0.97959	0.9692	1.0	18122	0	-0.27469
VIP	12	0.0047528	0.0067753	0.131495	974	6	-0.43516	0.39126	0.51418	0.887383	10926	2	-0.43516
RND2	12	0.004763	0.0067857	0.131495	975	4	-0.076591	0.16997	0.24986	0.689409	6846	4	-0.076591
NCR2	12	0.0047758	0.0067857	0.131495	976	7	-0.56451	0.44592	0.56541	0.920044	11567	2	-0.56451
SLC38A1	12	0.0047918	0.0067862	0.131495	977	4	-0.026912	0.66961	0.75616	0.981819	14546	2	-0.026912
BEX1	12	0.0048082	0.0068181	0.131978	978	4	-0.013855	0.21183	0.29818	0.731357	7696	3	-0.013855
AGAP2	12	0.0048826	0.0068887	0.133072	979	7	-0.49569	0.52747	0.62342	0.93499	12584	2	-0.49569
IFFO2	12	0.0048874	0.0068887	0.133072	980	5	-0.17072	0.42551	0.53945	0.899762	11313	3	-0.17072
DEFB123	12	0.0048978	0.0069191	0.13325	981	7	-0.46078	0.38382	0.50624	0.884425	10786	4	-0.46078
TMTC4	12	0.0049077	0.0069191	0.13325	982	7	-0.40056	0.15428	0.22769	0.661305	6475	2	-0.40056
LRP1B	12	0.0049095	0.0069191	0.13325	983	4	-0.20323	0.64886	0.74876	0.979409	14379	2	-0.20323
CCDC85C	12	0.0049404	0.0070179	0.134753	984	6	-0.36965	0.31151	0.42357	0.843561	9463	3	-0.36965
NFIC	12	0.0049449	0.0070185	0.134753	985	6	-0.4121	0.75603	0.808	0.992742	15373	2	-0.4121
BHLHB9	12	0.0049529	0.0070373	0.134851	986	5	-0.12289	0.37701	0.50231	0.884425	10659	3	-0.12289
IGDCC3	12	0.0049547	0.0070378	0.134851	987	5	-0.076256	0.090132	0.13925	0.554732	4740	4	-0.076256
GCLM	12	0.0049579	0.0070676	0.135159	988	6	-0.42911	0.96481	0.95018	1.0	17782	1	-0.42911
HDAC4	12	0.004985	0.0070681	0.135159	989	7	-0.46282	0.77703	0.81902	0.993965	15580	1	-0.46282
SPRED2	12	0.0049872	0.0070917	0.135472	990	7	-0.52759	0.99972	0.99968	1.0	18870	0	-0.52759
TGIF1	12	0.0050027	0.0071241	0.135827	991	7	-0.52802	0.74257	0.80073	0.991543	15242	2	-0.52802
ANKZF1	8	0.0050058	0.0072711	0.138055	992	3	-0.21614	0.8952	0.86582	1.0	16947	1	-0.21614
SDF4	8	0.0050294	0.0072716	0.138055	993	3	-0.3627	0.58868	0.64397	0.947419	13479	1	-0.3627
PITRM1	12	0.005037	0.0071246	0.135827	994	5	-0.35442	0.5509	0.64857	0.94863	12910	1	-0.35442
EFNB3	12	0.0050553	0.0072287	0.137544	995	6	-0.32891	0.0021061	0.0027968	0.076181	692	4	-0.32891
CTSF	12	0.0050585	0.0072292	0.137544	996	5	0.11116	0.11785	0.1757	0.602228	5510	4	0.11116
TMED9	12	0.0050727	0.0072831	0.138055	997	7	-0.48938	0.78832	0.82692	0.995197	15710	2	-0.48938
TGIF2-C20orf24	12	0.0050744	0.0072998	0.138055	998	7	-0.5069	0.99242	0.98846	1.0	18544	0	-0.5069
SETDB2	12	0.0050768	0.0072998	0.138055	999	7	-0.48793	0.93871	0.92692	1.0	17358	1	-0.48793
DDIT4L	12	0.0050778	0.0072998	0.138055	1000	7	-0.55216	0.98685	0.98048	1.0	18347	0	-0.55216
ZNF296	12	0.0050961	0.0073323	0.13853	1001	7	-0.49773	0.81044	0.84824	1.0	15957	2	-0.49773
CYB5R3	12	0.0051173	0.0074724	0.140757	1002	6	-0.32499	0.9439	0.92971	1.0	17434	1	-0.32499
DOK6	12	0.005125	0.0074724	0.140757	1003	4	-0.077364	0.21796	0.30611	0.741611	7799	2	-0.077364
C19orf73	12	0.0051283	0.0074724	0.140757	1004	7	-0.47242	0.82551	0.86244	1.0	16166	2	-0.47242
KRT4	12	0.0051693	0.0075341	0.140848	1005	6	-0.3806	0.50627	0.61135	0.933646	12313	3	-0.3806
NRK	12	0.0051798	0.0075347	0.140848	1006	5	-0.3037	0.6066	0.70297	0.965564	13744	3	-0.3037
WBP4	12	0.0051954	0.007566	0.140848	1007	5	-0.3149	0.4972	0.60423	0.933646	12197	2	-0.3149
TCF3	12	0.0052012	0.007566	0.140848	1008	3	-0.12409	0.50817	0.61188	0.933646	12339	3	-0.12409
PQLC3	12	0.0052045	0.007566	0.140848	1009	5	-0.31087	0.16182	0.23747	0.673599	6660	1	-0.31087
IST1	12	0.0052148	0.007566	0.140848	1010	4	-0.28937	0.28713	0.38541	0.805049	9031	3	-0.28937
ANTXRL	12	0.0052273	0.007566	0.140848	1011	7	-0.46693	0.066129	0.11041	0.51188	4074	3	-0.46693
SRRM3	12	0.0052328	0.0075666	0.140848	1012	6	-0.45055	0.27072	0.37371	0.802615	8752	3	-0.45055
CLEC19A	12	0.0052368	0.0075666	0.140848	1013	6	-0.19265	0.61379	0.71061	0.965564	13848	3	-0.19265
CREBL2	12	0.0052372	0.0075666	0.140848	1014	5	-0.091293	0.96854	0.9536	1.0	17862	1	-0.091293
C16orf78	12	0.0052617	0.0075666	0.140848	1015	5	-0.27215	0.24742	0.33968	0.771495	8309	1	-0.27215
ATXN2	12	0.005265	0.0075666	0.140848	1016	3	-0.27405	0.15228	0.22332	0.655806	6420	3	-0.27405
WNT7B	12	0.0052776	0.0076466	0.141404	1017	4	0.1432	0.023004	0.047273	0.38272	2283	5	0.1432
TRMT2B	12	0.0052811	0.0077005	0.141404	1018	6	-0.36294	0.51748	0.61844	0.933646	12449	2	-0.36294
SPIDR	12	0.0052818	0.0077005	0.141404	1019	5	-0.34815	0.8582	0.88989	1.0	16642	1	-0.34815
COMMD2	12	0.0052878	0.0077005	0.141404	1020	7	-0.44762	0.65787	0.75022	0.979409	14468	2	-0.44762
LRCH2	12	0.0053049	0.0077005	0.141404	1021	5	-0.33478	0.84035	0.87424	1.0	16351	2	-0.33478
AMPD3	12	0.0053057	0.0077005	0.141404	1022	5	-0.0051157	0.024653	0.049032	0.38272	2358	3	-0.0051157
PANK2	12	0.0053136	0.0077005	0.141404	1023	5	-0.22734	0.44763	0.56541	0.920044	11593	2	-0.22734
SETDB1	12	0.0053147	0.0077005	0.141404	1024	4	-0.25063	0.33971	0.45308	0.854407	9982	2	-0.25063
LOC728485	12	0.0053208	0.0077005	0.141404	1025	3	-0.080498	0.63423	0.72865	0.970522	14177	2	-0.080498
CNNM1	12	0.0053248	0.0077005	0.141404	1026	5	-0.29335	0.77552	0.81712	0.992751	15561	2	-0.29335
OR10G3	12	0.0053262	0.0077005	0.141404	1027	6	-0.36036	0.82751	0.86488	1.0	16201	1	-0.36036
ZKSCAN5	12	0.0053436	0.007701	0.141404	1028	7	-0.49515	0.94519	0.93095	1.0	17453	1	-0.49515
SNX33	12	0.0053581	0.007701	0.141404	1029	6	-0.33771	0.66707	0.75535	0.981442	14522	2	-0.33771
TAOK2	12	0.0053595	0.007701	0.141404	1030	6	-0.27797	0.65541	0.74984	0.979409	14444	2	-0.27797
FUT9	12	0.0054164	0.0078307	0.143646	1031	2	0.27492	0.043851	0.076646	0.448943	3228	5	0.27492
OR52B4	12	0.0054183	0.007844	0.143751	1032	7	-0.52958	0.9991	0.99871	1.0	18834	0	-0.52958
ELF1	12	0.0054202	0.0078662	0.143774	1033	7	-0.49784	0.98144	0.973	1.0	18179	0	-0.49784
BCAP29	12	0.0054462	0.0079055	0.143774	1034	4	-0.18177	0.82573	0.86294	1.0	16170	2	-0.18177
MNT	12	0.0054523	0.0079055	0.143774	1035	7	-0.47975	0.55839	0.65836	0.954945	13013	2	-0.47975
RTL6	12	0.0054524	0.0079055	0.143774	1036	7	-0.47039	0.99591	0.99397	1.0	18675	0	-0.47039
C12orf45	12	0.0054563	0.007906	0.143774	1037	6	-0.50278	0.67247	0.75807	0.982073	14568	1	-0.50278
CCDC187	12	0.0054587	0.007906	0.143774	1038	3	0.21614	0.055005	0.092847	0.475182	3686	5	0.21614
FCRL5	12	0.0054635	0.007906	0.143774	1039	6	-0.47888	0.96669	0.95146	1.0	17816	1	-0.47888
SLC52A2	12	0.005471	0.007906	0.143774	1040	4	-0.064227	0.197	0.28416	0.721111	7418	2	-0.064227
KLHDC8B	12	0.0054825	0.0079494	0.14382	1041	7	-0.51334	0.83927	0.87341	1.0	16340	1	-0.51334
KIR3DL3	10	0.0055087	0.0082758	0.146257	1042	5	-0.3344	0.51057	0.61782	0.933646	12364	2	-0.3344
IL5RA	12	0.005529	0.0079499	0.14382	1043	6	-0.3577	0.35549	0.47534	0.874936	10253	4	-0.3577
PLCB1	12	0.0055336	0.0079499	0.14382	1044	4	-0.16338	0.50216	0.61025	0.933646	12253	3	-0.16338
VANGL1	12	0.0055476	0.0079672	0.14382	1045	3	-0.070876	0.2432	0.33636	0.770485	8225	3	-0.070876
CDX2	12	0.0055729	0.0080195	0.14382	1046	7	-0.52217	0.92682	0.91767	1.0	17215	1	-0.52217
CDK8	12	0.0055752	0.0080195	0.14382	1047	7	-0.46266	0.97032	0.95665	1.0	17905	1	-0.46266
DDX55	12	0.0055785	0.00802	0.14382	1048	6	-0.32808	0.35722	0.47668	0.87527	10280	4	-0.32808
AMACR	12	0.0056204	0.0080561	0.14382	1049	7	-0.49795	0.22462	0.31667	0.757227	7901	2	-0.49795
NUAK1	12	0.0056335	0.0080561	0.14382	1050	7	-0.52129	0.81402	0.85182	1.0	16003	2	-0.52129
ATOH1	12	0.005637	0.0080561	0.14382	1051	5	-0.27145	0.0047241	0.01187	0.2213	1010	2	-0.27145
NAGS	12	0.0056479	0.008077	0.14382	1052	6	-0.26358	0.98102	0.97232	1.0	18167	0	-0.26358
ANKRD30B	12	0.0056541	0.008077	0.14382	1053	7	-0.53131	0.86165	0.89227	1.0	16712	2	-0.53131
CDK16	12	0.005662	0.008077	0.14382	1054	5	-0.1979	0.99856	0.99799	1.0	18795	0	-0.1979
KLHL38	12	0.0056641	0.008077	0.14382	1055	5	-0.28333	0.9228	0.91467	1.0	17180	1	-0.28333
IL13RA1	12	0.0056692	0.008077	0.14382	1056	6	-0.5172	0.98189	0.97365	1.0	18188	0	-0.5172
PCDHGB2	12	0.0056809	0.0080775	0.14382	1057	6	-0.26209	0.74673	0.80259	0.991543	15280	2	-0.26209
PDF	12	0.0056839	0.0080775	0.14382	1058	5	-0.17931	0.79916	0.83678	0.99887	15844	2	-0.17931
ZNF503	12	0.0056856	0.0080775	0.14382	1059	5	-0.38488	0.72599	0.7896	0.988075	15081	2	-0.38488
DDX31	12	0.0056874	0.0080775	0.14382	1060	2	-0.12129	0.0095279	0.028418	0.374629	1400	5	-0.12129
SHISA9	12	0.0056928	0.0080775	0.14382	1061	7	-0.46678	0.039834	0.070112	0.432625	3062	1	-0.46678
ZCCHC18	12	0.0057022	0.0080775	0.14382	1062	6	-0.5206	0.46546	0.58011	0.922931	11800	1	-0.5206
CLIC4	12	0.0057183	0.0080979	0.14382	1063	5	-0.28594	0.9033	0.90607	1.0	17016	1	-0.28594
NAA15	12	0.005731	0.0080985	0.14382	1064	7	-0.59647	0.69225	0.76964	0.985405	14738	2	-0.59647
GPR55	12	0.0057319	0.0080985	0.14382	1065	7	-0.53827	0.48693	0.59875	0.933615	12083	1	-0.53827
SATB2	12	0.0057359	0.0080985	0.14382	1066	7	-0.43823	0.91504	0.91194	1.0	17116	1	-0.43823
DBR1	12	0.0057382	0.0081277	0.144079	1067	4	-0.0040454	0.7425	0.80073	0.991543	15241	2	-0.0040454
NIN	12	0.0057408	0.0081283	0.144079	1068	3	0.2904	0.040159	0.070866	0.434012	3074	6	0.2904
RCAN2	12	0.0057457	0.0082721	0.146257	1069	7	-0.4936	0.99966	0.99957	1.0	18865	0	-0.4936
TMEM233	12	0.0057703	0.0082726	0.146257	1070	6	-0.39723	0.16392	0.2445	0.686926	6711	3	-0.39723
B3GNT8	12	0.005773	0.008282	0.146257	1071	7	-0.43876	0.65184	0.74876	0.979409	14406	1	-0.43876
ATP13A3	12	0.0057936	0.0083061	0.146545	1072	6	-0.236	0.49551	0.60314	0.933646	12184	3	-0.236
CMTR1	12	0.0058047	0.0083275	0.146786	1073	4	0.027769	0.0067171	0.019733	0.30514	1166	4	0.027769
NOB1	12	0.0058252	0.0085665	0.150859	1074	3	-0.14013	0.10287	0.15586	0.581269	5062	3	-0.14013
FOXP4	12	0.0058428	0.0085937	0.151197	1075	7	-0.50537	0.98977	0.98415	1.0	18446	0	-0.50537
MAP3K9	10	0.005882	0.008668	0.152362	1076	5	-0.46621	0.9868	0.98217	1.0	18346	0	-0.46621
DLX4	12	0.0058912	0.0086921	0.152502	1077	6	-0.44833	0.7466	0.80259	0.991543	15279	2	-0.44833
ELMOD2	12	0.0058949	0.0086921	0.152502	1078	6	-0.30194	0.47657	0.58461	0.924279	11941	3	-0.30194
FNDC1	12	0.0059078	0.0087078	0.152636	1079	5	-0.063883	0.5579	0.65836	0.954945	13001	3	-0.063883
ITGB1	12	0.0059104	0.0087407	0.152798	1080	7	-0.45496	0.46513	0.58011	0.922931	11794	2	-0.45496
FBXL14	12	0.0059256	0.0087412	0.152798	1081	6	-0.55278	0.45906	0.57502	0.922931	11726	1	-0.55278
C17orf51	12	0.0059257	0.0087412	0.152798	1082	3	-0.065782	0.69937	0.77309	0.985405	14809	2	-0.065782
NAB1	12	0.0059762	0.0090137	0.15699	1083	6	-0.37906	0.88178	0.89878	1.0	16841	1	-0.37906
ZNF546	12	0.0059982	0.0090142	0.15699	1084	7	-0.46272	0.99868	0.99812	1.0	18804	0	-0.46272
LILRB2	12	0.0060115	0.0091437	0.159098	1085	6	-0.41931	0.55529	0.65282	0.951018	12964	3	-0.41931
GNA14	12	0.0060518	0.0097213	0.168571	1086	5	-0.0021709	0.15008	0.22075	0.653938	6359	4	-0.0021709
PHACTR1	12	0.0060531	0.0097213	0.168571	1087	4	0.061025	0.044167	0.077608	0.450881	3243	4	0.061025
SARDH	12	0.0060979	0.0098108	0.168571	1088	6	-0.48994	0.96673	0.95146	1.0	17820	1	-0.48994
LAMTOR5	12	0.0060979	0.0098108	0.168571	1089	7	-0.57483	0.93068	0.92017	1.0	17261	1	-0.57483
OTOR	12	0.0061002	0.0098108	0.168571	1090	4	-0.27377	0.053609	0.090254	0.469998	3626	3	-0.27377
CCNJL	10	0.0061047	0.0089154	0.155555	1091	5	-0.44656	0.29746	0.39088	0.811227	9229	2	-0.44656
CRELD2	10	0.0061069	0.0089154	0.155555	1092	6	-0.50855	0.99228	0.98995	1.0	18537	0	-0.50855
ATF5	12	0.0061096	0.0098108	0.168571	1093	6	-0.39272	0.68066	0.76301	0.983357	14647	2	-0.39272
CCDC136	12	0.006116	0.0098108	0.168571	1094	5	-0.25427	0.0017007	0.0019866	0.059792	628	5	-0.25427
METTL9	12	0.0061278	0.0098113	0.168571	1095	4	-0.16314	0.8481	0.88183	1.0	16475	1	-0.16314
GRM6	12	0.0061308	0.0098113	0.168571	1096	7	-0.51016	0.34024	0.45348	0.854407	9991	1	-0.51016
BRD9	12	0.0061324	0.0098113	0.168571	1097	6	-0.37186	0.9513	0.93405	1.0	17541	1	-0.37186
IL18R1	12	0.0061473	0.0098113	0.168571	1098	7	-0.47076	0.52222	0.61902	0.933646	12514	2	-0.47076
OSBPL3	12	0.0061585	0.0098113	0.168571	1099	4	-0.075625	0.87715	0.89739	1.0	16816	1	-0.075625
LAMB1	12	0.0061635	0.0098113	0.168571	1100	6	-0.31989	0.84638	0.88068	1.0	16443	1	-0.31989
IFT57	12	0.0061953	0.0098568	0.168571	1101	6	-0.45002	0.98486	0.97808	1.0	18286	0	-0.45002
LRRC10B	12	0.0061992	0.0098568	0.168571	1102	6	-0.35437	0.80449	0.84322	1.0	15901	2	-0.35437
CDYL2	12	0.006204	0.0098568	0.168571	1103	7	-0.51063	0.8572	0.88926	1.0	16618	1	-0.51063
ZNF614	12	0.0062082	0.0099013	0.168571	1104	6	-0.42644	0.61353	0.71061	0.965564	13842	2	-0.42644
SUPT6H	12	0.0062112	0.0099013	0.168571	1105	5	-0.0083877	0.94418	0.93003	1.0	17439	1	-0.0083877
CT47A10	12	0.006218	0.0099013	0.168571	1106	7	-0.52766	0.49967	0.60637	0.933646	12225	2	-0.52766
OSBPL8	12	0.0062227	0.0099013	0.168571	1107	3	0.081989	0.34867	0.4667	0.868199	10143	4	0.081989
OR6A2	12	0.0062273	0.0099013	0.168571	1108	7	-0.41891	0.5458	0.64419	0.947419	12837	2	-0.41891
FAM168B	12	0.0062309	0.0099013	0.168571	1109	7	-0.51812	0.22883	0.32309	0.763591	7985	2	-0.51812
RNF130	12	0.0062383	0.0099013	0.168571	1110	6	-0.36638	0.1384	0.2071	0.646852	6049	2	-0.36638
CPSF6	12	0.0062528	0.0099018	0.168571	1111	6	-0.48871	0.99462	0.99206	1.0	18620	0	-0.48871
OCM	12	0.0062938	0.0099661	0.168644	1112	7	-0.51032	0.79342	0.83169	0.996553	15777	2	-0.51032
IER2	12	0.0062968	0.0099661	0.168644	1113	7	-0.51785	0.99888	0.9984	1.0	18812	0	-0.51785
MEPE	12	0.0063127	0.0099666	0.168644	1114	5	-0.12265	0.97404	0.96129	1.0	17985	0	-0.12265
PHF3	12	0.0063452	0.0099886	0.168644	1115	6	-0.29479	0.92557	0.91631	1.0	17201	1	-0.29479
OLIG3	12	0.0063764	0.0099891	0.168644	1116	5	-0.35044	0.51447	0.61679	0.933646	12414	2	-0.35044
OSGIN2	12	0.0063788	0.0099891	0.168644	1117	7	-0.45541	0.40087	0.52144	0.889974	11034	3	-0.45541
UBASH3A	12	0.0064151	0.010035	0.168644	1118	5	-0.14572	0.71498	0.78135	0.985686	14966	1	-0.14572
KRTAP2-3	12	0.0064304	0.010035	0.168644	1119	6	-0.47497	0.39661	0.51749	0.888574	10989	3	-0.47497
LPCAT2	12	0.0064365	0.010035	0.168644	1120	4	-0.09968	0.63196	0.72679	0.969821	14148	2	-0.09968
PRSS21	12	0.0064467	0.010036	0.168644	1121	6	-0.37588	0.20843	0.29692	0.729042	7632	1	-0.37588
RAI1	12	0.0064536	0.010036	0.168644	1122	4	-0.2759	0.99961	0.9995	1.0	18858	0	-0.2759
SLC20A2	12	0.0064545	0.010036	0.168644	1123	6	-0.48009	0.9964	0.99478	1.0	18698	0	-0.48009
ACADS	12	0.0064598	0.010036	0.168644	1124	7	-0.42526	0.78655	0.8255	0.994684	15689	2	-0.42526
GPN3	12	0.0064832	0.010036	0.168644	1125	7	-0.49918	0.52788	0.62398	0.93499	12591	2	-0.49918
FAM110C	12	0.006494	0.01006	0.168644	1126	5	-0.14548	0.31305	0.42416	0.843561	9492	2	-0.14548
SF3B1	12	0.006499	0.01006	0.168644	1127	6	-0.4452	0.98269	0.97427	1.0	18217	0	-0.4452
SLC2A13	12	0.0065241	0.010076	0.168644	1128	4	0.16347	0.16582	0.2459	0.687305	6753	5	0.16347
M6PR	12	0.0065332	0.010093	0.168644	1129	6	-0.3745	0.85309	0.88644	1.0	16550	1	-0.3745
ARRB2	12	0.0065451	0.010093	0.168644	1130	6	-0.37646	0.34826	0.46669	0.868199	10136	3	-0.37646
SLC45A1	12	0.0065526	0.010093	0.168644	1131	7	-0.56197	0.81473	0.85275	1.0	16011	2	-0.56197
SLC29A1	12	0.0065535	0.010093	0.168644	1132	3	-0.039217	0.37587	0.4998	0.884425	10635	3	-0.039217
A3GALT2	12	0.0065644	0.010119	0.168644	1133	2	-0.00067119	0.26528	0.36906	0.802615	8640	2	-0.00067119
TBCB	12	0.006577	0.01012	0.168644	1134	5	0.40786	0.014269	0.035562	0.374629	1752	7	0.40786
TMEM208	12	0.0065801	0.01012	0.168644	1135	3	0.035632	0.0093218	0.028318	0.374629	1388	5	0.035632
ZNF12	12	0.0066076	0.010172	0.169209	1136	5	-0.05473	0.11208	0.16974	0.597163	5355	4	-0.05473
FBXL20	12	0.0066148	0.010172	0.169209	1137	3	-0.15918	0.40893	0.52507	0.890069	11126	3	-0.15918
ZNF346	12	0.0066363	0.010296	0.170779	1138	7	-0.49268	0.89963	0.90425	1.0	16990	1	-0.49268
ACOT4	12	0.0066372	0.010296	0.170779	1139	6	-0.59681	0.59765	0.69706	0.963853	13603	3	-0.59681
NCOR2	12	0.0066539	0.01032	0.170779	1140	7	-0.51939	0.99964	0.99954	1.0	18860	0	-0.51939
DPAGT1	12	0.0066897	0.01032	0.170779	1141	3	0.14844	0.014429	0.035728	0.374629	1770	5	0.14844
IFI27	12	0.0066952	0.01032	0.170779	1142	3	-0.073471	0.36477	0.48622	0.876503	10422	2	-0.073471
ABCD1	12	0.0067171	0.01032	0.170779	1143	5	-0.19724	0.9969	0.99539	1.0	18718	0	-0.19724
SLC15A1	12	0.0067226	0.010471	0.172206	1144	6	-0.33592	0.7226	0.78877	0.988075	15049	2	-0.33592
IKBKAP	12	0.0067259	0.010471	0.172206	1145	7	-0.41315	0.055347	0.093197	0.476074	3700	2	-0.41315
SRGAP2B	12	0.0067281	0.010471	0.172206	1146	3	-0.066665	0.15444	0.22769	0.661305	6482	2	-0.066665
TRERF1	12	0.0067329	0.010471	0.172206	1147	6	-0.48764	0.84647	0.88068	1.0	16445	2	-0.48764
ZDHHC8	12	0.0067594	0.010471	0.172206	1148	6	-0.37167	0.61368	0.71061	0.965564	13846	1	-0.37167
GFRA4	12	0.0067666	0.010471	0.172206	1149	5	-0.19525	0.70415	0.77551	0.985405	14862	2	-0.19525
METTL8	2	0.0067785	0.0069688	0.134071	1150	2	-1.8794	0.96891	0.97943	1.0	17869	0	-1.8794
HLA-DQA2	12	0.0067874	0.010471	0.172206	1151	7	-0.52062	0.6427	0.73679	0.972947	14302	3	-0.52062
KDM2A	12	0.0067889	0.010743	0.175295	1152	7	-0.55084	0.71198	0.78014	0.985686	14943	1	-0.55084
EPHA3	12	0.0067908	0.010743	0.175295	1153	5	-0.3102	0.94046	0.92723	1.0	17382	1	-0.3102
PRDM6	12	0.0068107	0.010769	0.175295	1154	3	-0.19427	0.72092	0.78601	0.988075	15030	1	-0.19427
RHOV	12	0.006813	0.010769	0.175295	1155	5	-0.1402	0.65553	0.74984	0.979409	14445	2	-0.1402
THEG	12	0.0068309	0.010792	0.175295	1156	7	-0.42912	0.96322	0.94868	1.0	17746	1	-0.42912
HDX	12	0.0068429	0.010792	0.175295	1157	7	-0.49201	0.19662	0.28416	0.721111	7412	2	-0.49201
ERICH4	12	0.0068627	0.010793	0.175295	1158	7	-0.46575	0.82962	0.86538	1.0	16219	2	-0.46575
DIMT1	12	0.0068646	0.010793	0.175295	1159	7	-0.50679	0.99622	0.99471	1.0	18691	0	-0.50679
COX7A2	12	0.0068755	0.010793	0.175295	1160	7	-0.54652	0.63741	0.73306	0.972119	14230	1	-0.54652
CALY	12	0.0068885	0.010855	0.175295	1161	4	-0.15601	0.86004	0.89103	1.0	16679	1	-0.15601
HIST1H4E	12	0.0069009	0.010855	0.175295	1162	7	-0.4199	0.33663	0.45092	0.854407	9926	3	-0.4199
FBXO10	12	0.006917	0.010885	0.175295	1163	6	-0.30234	0.59648	0.69618	0.963853	13591	2	-0.30234
RTN3	12	0.0069187	0.010886	0.175295	1164	3	0.47156	0.0069998	0.020004	0.30514	1192	7	0.47156
NDUFB8	12	0.0069591	0.010909	0.175295	1165	7	-0.45855	0.69371	0.77004	0.985405	14749	1	-0.45855
LOC730183	12	0.0069892	0.010909	0.175295	1166	5	-0.15921	0.77522	0.81712	0.992751	15555	1	-0.15921
PRKAG3	12	0.0070015	0.010909	0.175295	1167	6	-0.47678	0.10353	0.15714	0.582389	5078	4	-0.47678
TBC1D3E	10	0.0070102	0.011015	0.175295	1168	5	-0.33362	0.018065	0.036168	0.374629	2015	3	-0.33362
DOC2A	12	0.0070137	0.010909	0.175295	1169	7	-0.43031	0.86568	0.89352	1.0	16740	1	-0.43031
DLX3	12	0.0070223	0.010909	0.175295	1170	6	-0.3224	0.74521	0.8016	0.991543	15265	2	-0.3224
CSNK1E	12	0.0070268	0.010909	0.175295	1171	7	-0.45587	0.41951	0.53025	0.890069	11248	3	-0.45587
ZNF134	12	0.0070395	0.010909	0.175295	1172	7	-0.44624	0.29293	0.39555	0.815373	9146	2	-0.44624
