id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CCDC186	12	0.049574	0.10919	0.59502	3394	3	-0.13419	0.29143	0.45923	0.968582	8931	3	-0.13419
TRIM67	12	0.049587	0.10927	0.59502	3395	5	-0.19721	0.4718	0.62809	1.0	11755	3	-0.19721
BOLA3	12	0.049607	0.10936	0.59502	3396	5	-0.099562	0.56941	0.70927	1.0	13086	2	-0.099562
MED28	12	0.049626	0.10936	0.59502	3397	5	-0.12571	0.51702	0.66225	1.0	12345	3	-0.12571
KEAP1	12	0.049644	0.10936	0.59502	3398	4	-0.098719	0.73069	0.81935	1.0	14949	2	-0.098719
TSG101	12	0.049657	0.10936	0.59502	3399	4	-0.28043	0.968	0.96271	1.0	17801	1	-0.28043
ADGRB1	12	0.04973	0.10936	0.59502	3400	4	-0.26142	0.96822	0.96296	1.0	17807	1	-0.26142
PRR5L	12	0.049796	0.10952	0.59502	3401	4	-0.27827	0.19155	0.32802	0.856861	7225	4	-0.27827
SPEG	12	0.04986	0.10952	0.59502	3402	3	-0.11593	0.14369	0.26408	0.816883	6101	3	-0.11593
FOXN2	12	0.049876	0.10952	0.59502	3403	5	-0.30775	0.7548	0.83085	1.0	15228	2	-0.30775
NLGN1	12	0.049895	0.10969	0.59502	3404	5	-0.23471	0.49181	0.64221	1.0	12003	3	-0.23471
COL4A1	12	0.049922	0.10969	0.59502	3405	4	-0.25027	0.42108	0.59483	1.0	11084	3	-0.25027
FAM177A1	12	0.049922	0.10969	0.59502	3406	3	-0.18891	0.40173	0.58438	1.0	10866	3	-0.18891
HGSNAT	12	0.049926	0.10969	0.59502	3407	3	0.20345	0.063593	0.13344	0.626198	4008	4	0.20345
FAM216A	12	0.049939	0.10969	0.59502	3408	5	-0.30904	0.99702	0.99704	1.0	18717	0	-0.30904
ZNF605	12	0.049948	0.10969	0.59502	3409	4	-0.14483	0.26981	0.42916	0.947229	8557	4	-0.14483
MAN2B2	12	0.049991	0.11008	0.59502	3410	2	-0.12684	0.29526	0.46308	0.968582	9010	3	-0.12684
SCARA3	12	0.050004	0.11008	0.59502	3411	5	-0.12842	0.19421	0.33221	0.857843	7278	3	-0.12842
MREG	12	0.050014	0.11008	0.59502	3412	4	-0.17476	0.9352	0.93943	1.0	17253	1	-0.17476
DOK4	12	0.050062	0.11008	0.59502	3413	5	-0.22652	0.07754	0.16139	0.688522	4396	4	-0.22652
SLC9A1	12	0.050062	0.11008	0.59502	3414	5	-0.23883	0.13256	0.24521	0.793482	5816	2	-0.23883
FBXO42	12	0.050099	0.11008	0.59502	3415	3	0.026842	0.15948	0.2935	0.846031	6508	4	0.026842
TBC1D28	12	0.0501	0.11008	0.59502	3416	2	-0.11442	0.2471	0.39757	0.916335	8179	4	-0.11442
ZBTB21	12	0.050147	0.11008	0.59502	3417	4	-0.18288	0.7059	0.80718	1.0	14694	2	-0.18288
LOC283713	12	0.05015	0.11008	0.59502	3418	3	-0.15257	0.47576	0.62913	1.0	11801	3	-0.15257
BMPR2	12	0.050211	0.11008	0.59502	3419	3	0.36631	0.0041893	0.0095712	0.184337	978	7	0.36631
U2AF1L4	12	0.050236	0.11008	0.59502	3420	5	-0.14308	0.56174	0.70268	1.0	12967	2	-0.14308
TMBIM6	12	0.050308	0.11008	0.59502	3421	4	-0.13941	0.45741	0.62084	1.0	11593	3	-0.13941
ARRDC5	12	0.050378	0.11008	0.59502	3422	5	0.20171	0.20685	0.34934	0.878725	7498	4	0.20171
NPHP4	12	0.050381	0.11008	0.59502	3423	5	-0.38604	0.91797	0.92988	1.0	17076	1	-0.38604
FAM50A	12	0.050412	0.11008	0.59502	3424	5	-0.026457	0.48744	0.63715	1.0	11946	2	-0.026457
RBM28	12	0.05045	0.11008	0.59502	3425	5	-0.22779	0.51928	0.66372	1.0	12381	2	-0.22779
ENO4	12	0.050461	0.11008	0.59502	3426	4	-0.051882	0.68769	0.79884	1.0	14511	2	-0.051882
FAM71F2	12	0.050586	0.11008	0.59502	3427	5	-0.17045	0.99834	0.99826	1.0	18790	0	-0.17045
SHC4	10	0.050603	0.10238	0.58167	3428	4	-0.021904	0.72239	0.79364	1.0	14870	2	-0.021904
CCDC150	12	0.050605	0.11008	0.59502	3429	4	0.088015	0.060917	0.12911	0.620599	3921	3	0.088015
CCDC169-SOHLH2	12	0.050631	0.11008	0.59502	3430	5	-0.16399	0.61721	0.75945	1.0	13792	3	-0.16399
C1orf185	12	0.050648	0.11008	0.59502	3431	3	-0.099454	0.75723	0.83347	1.0	15249	2	-0.099454
NXPE4	12	0.050664	0.11008	0.59502	3432	3	-0.060724	0.29738	0.46666	0.97236	9051	2	-0.060724
FAM162A	12	0.050736	0.11008	0.59502	3433	5	0.27	0.10529	0.2069	0.758181	5121	5	0.27
FOXE3	12	0.050762	0.11008	0.59502	3434	5	0.18208	0.042659	0.078892	0.469805	3180	6	0.18208
LRRN1	12	0.05078	0.11008	0.59502	3435	3	0.090264	0.16346	0.30001	0.846031	6612	4	0.090264
CST11	12	0.050788	0.11008	0.59502	3436	4	-0.078304	0.92882	0.93402	1.0	17174	1	-0.078304
EIF2D	12	0.050834	0.11008	0.59502	3437	4	-0.064071	0.6129	0.75216	1.0	13732	3	-0.064071
S100PBP	4	0.05089	0.078046	0.493936	3438	2	-0.54778	0.81679	0.81409	1.0	16004	0	-0.54778
PEX6	12	0.050896	0.11008	0.59502	3439	3	-0.068892	0.9195	0.93064	1.0	17099	1	-0.068892
TMEM217	12	0.050972	0.11008	0.59502	3440	5	0.0060926	0.82677	0.88213	1.0	16148	2	0.0060926
ARL3	10	0.050985	0.10305	0.582916	3441	3	-0.0047729	0.72373	0.79482	1.0	14882	1	-0.0047729
ROPN1B	12	0.051103	0.11027	0.59502	3442	4	-0.23836	0.85414	0.90479	1.0	16577	2	-0.23836
LRFN3	12	0.05111	0.11027	0.59502	3443	3	0.15222	0.20267	0.34279	0.870722	7423	2	0.15222
CTDSP1	12	0.051121	0.11027	0.59502	3444	4	-0.22944	0.11622	0.21912	0.765344	5406	4	-0.22944
PERP	12	0.051123	0.11027	0.59502	3445	4	-0.20304	0.32206	0.49839	0.985903	9513	3	-0.20304
SLC35E2B	8	0.05114	0.090132	0.553808	3446	3	-0.13486	0.86469	0.85349	1.0	16652	1	-0.13486
CEP68	12	0.051163	0.11027	0.59502	3447	4	-0.079386	0.62659	0.76704	1.0	13938	2	-0.079386
FSCN1	12	0.051184	0.11027	0.59502	3448	4	-0.096717	0.85113	0.90168	1.0	16519	1	-0.096717
TEKT3	12	0.051188	0.11027	0.59502	3449	4	-0.086473	0.091525	0.18173	0.72066	4757	3	-0.086473
PDK1	12	0.051262	0.11027	0.59502	3450	4	-0.19018	0.27736	0.43798	0.950466	8695	3	-0.19018
MAP3K11	12	0.051313	0.11099	0.59502	3451	2	0.17386	0.0059549	0.012821	0.20835	1161	5	0.17386
LCE1C	12	0.051363	0.11155	0.59502	3452	3	0.14269	0.020855	0.040054	0.340792	2213	5	0.14269
TWNK	12	0.051394	0.11155	0.59502	3453	3	-0.030797	0.0086938	0.018651	0.251075	1397	2	-0.030797
PAPPA	12	0.051459	0.11155	0.59502	3454	3	-0.069619	0.5116	0.65767	1.0	12261	2	-0.069619
H2AFB1	12	0.051464	0.11155	0.59502	3455	4	-0.10811	0.0092677	0.019499	0.254034	1450	3	-0.10811
FZD5	12	0.05147	0.11155	0.59502	3456	5	-0.21689	0.97634	0.97385	1.0	18040	0	-0.21689
FBXO2	12	0.051488	0.11155	0.59502	3457	3	0.078719	0.5713	0.70968	1.0	13123	3	0.078719
GP9	12	0.051488	0.11155	0.59502	3458	3	0.14095	0.012581	0.027628	0.303444	1702	4	0.14095
VSX1	12	0.051532	0.11155	0.59502	3459	5	-0.13174	0.81007	0.8696	1.0	15904	2	-0.13174
NDOR1	12	0.051539	0.11155	0.59502	3460	4	-0.1412	0.83215	0.88753	1.0	16233	2	-0.1412
TSC22D1	12	0.051558	0.11155	0.59502	3461	3	0.10628	0.067425	0.14397	0.656625	4121	4	0.10628
GINS2	12	0.051586	0.11155	0.59502	3462	5	-0.27319	0.82808	0.88334	1.0	16172	1	-0.27319
GUK1	12	0.051613	0.11155	0.59502	3463	4	-0.15637	0.78057	0.84627	1.0	15541	2	-0.15637
TONSL	12	0.051616	0.11155	0.59502	3464	4	0.055869	0.68291	0.79806	1.0	14464	2	0.055869
IDH3A	12	0.051641	0.11155	0.59502	3465	5	-0.28584	0.798	0.8601	1.0	15760	1	-0.28584
DEFA5	12	0.051703	0.11155	0.59502	3466	4	-0.081455	0.80623	0.86756	1.0	15865	2	-0.081455
GRIPAP1	12	0.05176	0.11155	0.59502	3467	4	-0.040115	0.14544	0.26759	0.819715	6147	3	-0.040115
NOSIP	12	0.051781	0.11155	0.59502	3468	5	-0.14219	0.73838	0.82422	1.0	15030	2	-0.14219
ZNF714	12	0.051818	0.11155	0.59502	3469	3	-0.14837	0.35581	0.54649	1.0	10183	3	-0.14837
HERPUD2	12	0.051893	0.1118	0.59502	3470	3	-0.076288	0.00030916	0.0006582	0.040988	304	2	-0.076288
PRR5-ARHGAP8	12	0.051934	0.1118	0.59502	3471	4	0.19448	0.011674	0.024964	0.28834	1632	6	0.19448
TAL1	12	0.051994	0.1118	0.59502	3472	2	-0.20124	0.55198	0.69432	1.0	12830	2	-0.20124
TFF3	12	0.052048	0.11198	0.59502	3473	4	-0.14721	0.32615	0.50349	0.988245	9594	1	-0.14721
MEX3C	12	0.052066	0.11198	0.59502	3474	5	-0.17049	0.20785	0.35398	0.888279	7513	4	-0.17049
SNX33	12	0.052107	0.11198	0.59502	3475	5	-0.27416	0.96792	0.96271	1.0	17799	1	-0.27416
TMEM141	12	0.052132	0.11198	0.59502	3476	4	0.13786	0.25995	0.4122	0.926401	8408	4	0.13786
SEC61B	12	0.052171	0.11198	0.59502	3477	2	0.076801	0.34657	0.52871	0.994534	10015	3	0.076801
KDM4D	12	0.052267	0.11198	0.59502	3478	5	-0.098553	0.75385	0.83042	1.0	15217	2	-0.098553
RBM24	12	0.052267	0.11198	0.59502	3479	5	-0.17885	0.97438	0.97021	1.0	17989	0	-0.17885
ZNF608	12	0.052272	0.11198	0.59502	3480	4	-0.17763	0.82691	0.88213	1.0	16151	2	-0.17763
CRAT	12	0.052292	0.11198	0.59502	3481	5	-0.13958	0.11144	0.21326	0.761318	5279	5	-0.13958
CYB561A3	12	0.052373	0.11222	0.59502	3482	3	0.13851	0.1304	0.24029	0.787686	5759	5	0.13851
OR13C5	10	0.052411	0.10565	0.591394	3483	5	-0.37699	0.75299	0.8224	1.0	15208	2	-0.37699
AMPD3	12	0.052422	0.11222	0.59502	3484	5	-0.23518	0.17048	0.30662	0.846031	6816	4	-0.23518
TSACC	12	0.052443	0.11222	0.59502	3485	5	0.0058546	0.33649	0.52015	0.994469	9807	4	0.0058546
GALNTL6	12	0.052474	0.11222	0.59502	3486	4	0.023915	0.028192	0.049753	0.365489	2579	5	0.023915
CCL14	12	0.052477	0.11222	0.59502	3487	3	0.17358	0.097288	0.19322	0.736978	4909	5	0.17358
CYCS	12	0.052486	0.11222	0.59502	3488	5	-0.37976	0.09087	0.18125	0.72066	4736	3	-0.37976
DOCK6	12	0.052501	0.11222	0.59502	3489	4	-0.031382	0.016117	0.033028	0.319	1954	5	-0.031382
PRKACA	12	0.052573	0.11222	0.59502	3490	5	-0.29956	0.23703	0.38557	0.908177	8004	2	-0.29956
GDPD5	12	0.052573	0.11222	0.59502	3491	5	-0.235	0.62626	0.76644	1.0	13933	2	-0.235
ECT2	12	0.052624	0.11222	0.59502	3492	3	-0.074748	0.71683	0.81014	1.0	14806	2	-0.074748
LZTR1	12	0.052678	0.11222	0.59502	3493	5	-0.046667	0.98996	0.98815	1.0	18479	0	-0.046667
EFCAB5	12	0.052714	0.11222	0.59502	3494	5	-0.035472	0.51416	0.65966	1.0	12300	3	-0.035472
KRTAP23-1	12	0.052725	0.11222	0.59502	3495	4	-0.093916	0.073224	0.15273	0.670372	4278	2	-0.093916
ASZ1	12	0.052725	0.11222	0.59502	3496	4	-0.33659	0.21749	0.36873	0.903657	7678	2	-0.33659
ANKRD13C	12	0.052753	0.11246	0.59502	3497	5	-0.32995	0.78313	0.84753	1.0	15569	1	-0.32995
MON1B	12	0.052827	0.11302	0.59502	3498	3	0.27195	0.11721	0.22035	0.765968	5432	4	0.27195
LATS1	12	0.052833	0.11302	0.59502	3499	5	-0.26453	0.66017	0.78647	1.0	14252	1	-0.26453
GLMP	12	0.05287	0.11302	0.59502	3500	5	-0.23114	0.97685	0.97472	1.0	18056	0	-0.23114
RPL9	12	0.052877	0.11302	0.59502	3501	3	0.30115	0.050696	0.10063	0.545459	3481	6	0.30115
CAMKK1	12	0.052916	0.11302	0.59502	3502	3	0.059701	0.0037837	0.0082501	0.166507	938	5	0.059701
GRAMD1A	12	0.052976	0.11302	0.59502	3503	4	-0.28552	0.28646	0.44908	0.958032	8847	3	-0.28552
RPL3	12	0.052978	0.11302	0.59502	3504	2	0.1857	0.32438	0.50068	0.986618	9562	4	0.1857
CHAD	12	0.053047	0.11321	0.59502	3505	3	0.17304	0.35998	0.55134	1.0	10269	4	0.17304
BRD4	12	0.053103	0.11321	0.59502	3506	5	-0.13425	0.62825	0.76873	1.0	13972	3	-0.13425
AASDHPPT	12	0.053131	0.11321	0.59502	3507	5	-0.37432	0.99555	0.99511	1.0	18644	0	-0.37432
BCL7B	12	0.053162	0.11321	0.59502	3508	5	-0.36903	0.77471	0.84198	1.0	15471	2	-0.36903
STX7	12	0.05318	0.11321	0.59502	3509	5	-0.11081	0.18457	0.32189	0.853943	7120	3	-0.11081
NLRP8	12	0.053227	0.11321	0.59502	3510	5	-0.36762	0.29483	0.46212	0.968582	9002	2	-0.36762
VSTM1	12	0.053256	0.11321	0.59502	3511	4	-0.179	0.47673	0.6296	1.0	11814	3	-0.179
CRP	12	0.05329	0.11321	0.59502	3512	4	-0.11883	0.71812	0.81063	1.0	14819	2	-0.11883
ARNT2	12	0.053322	0.11321	0.59502	3513	5	-0.18351	0.94851	0.94431	1.0	17443	1	-0.18351
DBF4B	12	0.05333	0.11321	0.59502	3514	5	-0.0079518	0.10906	0.21006	0.758181	5226	5	-0.0079518
TXNRD3	12	0.053353	0.11321	0.59502	3515	5	-0.16435	0.46877	0.62697	1.0	11724	2	-0.16435
OR2C1	12	0.053367	0.11321	0.59502	3516	4	0.093209	0.091402	0.18147	0.72066	4754	4	0.093209
IFT88	12	0.05339	0.11321	0.59502	3517	2	0.14761	0.073126	0.15273	0.670372	4273	5	0.14761
KCNE3	12	0.053432	0.11321	0.59502	3518	2	0.19727	0.0841	0.17123	0.701802	4588	3	0.19727
TIMM8A	12	0.053477	0.11321	0.59502	3519	2	0.20977	0.79951	0.86224	1.0	15779	2	0.20977
ETAA1	12	0.053583	0.11321	0.59502	3520	3	0.1929	0.082912	0.16924	0.701443	4555	5	0.1929
MAPKBP1	12	0.053589	0.11321	0.59502	3521	3	-0.034249	0.0046129	0.010286	0.190256	1020	3	-0.034249
SLC10A4	12	0.053631	0.11321	0.59502	3522	4	-0.29189	0.85665	0.9068	1.0	16601	1	-0.29189
KDM4A	12	0.053657	0.11321	0.59502	3523	5	-0.19817	0.84809	0.90039	1.0	16468	1	-0.19817
RPS12	12	0.053691	0.11321	0.59502	3524	2	-0.14069	0.72143	0.81235	1.0	14858	2	-0.14069
ANKRD37	12	0.053692	0.11321	0.59502	3525	5	0.10923	0.11482	0.21746	0.762507	5364	4	0.10923
TKTL1	12	0.053734	0.11321	0.59502	3526	5	0.17941	0.16621	0.30288	0.846031	6695	5	0.17941
ATPIF1	12	0.053795	0.11321	0.59502	3527	5	-0.075641	0.47749	0.63067	1.0	11826	2	-0.075641
TSNARE1	12	0.053795	0.11321	0.59502	3528	5	-0.21332	0.5621	0.70268	1.0	12972	2	-0.21332
BRWD1	12	0.053804	0.11321	0.59502	3529	4	0.00571	0.29713	0.46666	0.97236	9046	3	0.00571
TMEM232	12	0.053812	0.11321	0.59502	3530	2	-0.03452	0.85213	0.90286	1.0	16536	1	-0.03452
GDPD1	12	0.053858	0.11321	0.59502	3531	5	-0.041014	0.62725	0.76704	1.0	13948	2	-0.041014
PHKG2	12	0.053879	0.11321	0.59502	3532	3	-0.017131	0.064861	0.13479	0.627406	4050	2	-0.017131
TRPC5OS	12	0.053894	0.11321	0.59502	3533	4	-0.23142	0.74237	0.8256	1.0	15074	1	-0.23142
SLC30A3	12	0.053899	0.11321	0.59502	3534	5	-0.16885	0.022216	0.043245	0.356471	2284	5	-0.16885
LETM1	12	0.053899	0.11321	0.59502	3535	5	-0.1297	0.16672	0.30325	0.846031	6705	3	-0.1297
RBM34	12	0.053939	0.11321	0.59502	3536	4	0.031546	0.52754	0.67348	1.0	12509	2	0.031546
FPGS	12	0.053939	0.11321	0.59502	3537	5	-0.28405	0.0088177	0.018806	0.251075	1411	4	-0.28405
ACOT9	12	0.053952	0.11321	0.59502	3538	4	-0.14881	0.53096	0.67642	1.0	12548	2	-0.14881
KRTAP19-5	12	0.053986	0.11321	0.59502	3539	4	0.008035	0.58323	0.72096	1.0	13296	2	0.008035
CCND2	12	0.054007	0.11321	0.59502	3540	4	-0.035318	0.56768	0.70783	1.0	13058	3	-0.035318
RAB3A	12	0.05409	0.11321	0.59502	3541	5	-0.11119	0.062697	0.1323	0.626198	3989	4	-0.11119
NDUFA6	12	0.054171	0.11338	0.59502	3542	4	0.077308	0.1191	0.22331	0.767142	5493	4	0.077308
GGACT	12	0.054229	0.11338	0.59502	3543	5	-0.078265	0.77817	0.84453	1.0	15513	2	-0.078265
HHIPL1	12	0.054238	0.11338	0.59502	3544	3	-0.11242	0.97372	0.96969	1.0	17969	0	-0.11242
MS4A14	12	0.054308	0.11415	0.59502	3545	4	-0.1309	0.88972	0.91732	1.0	16839	1	-0.1309
MYH1	12	0.054337	0.11415	0.59502	3546	5	-0.27208	0.37055	0.55968	1.0	10484	3	-0.27208
GRB7	12	0.054341	0.11415	0.59502	3547	5	-0.22354	0.56956	0.70927	1.0	13092	3	-0.22354
ARHGAP9	12	0.054341	0.11415	0.59502	3548	5	-0.38138	0.94315	0.94177	1.0	17361	1	-0.38138
KLHDC10	12	0.054341	0.11415	0.59502	3549	5	-0.33153	0.53439	0.67972	1.0	12590	1	-0.33153
PASK	12	0.054369	0.11415	0.59502	3550	4	-0.17317	0.76563	0.83898	1.0	15342	1	-0.17317
CFAP57	12	0.054381	0.11415	0.59502	3551	5	-0.35388	0.29317	0.46212	0.968582	8967	2	-0.35388
DCUN1D4	12	0.05444	0.11415	0.59502	3552	2	0.05286	0.28437	0.44512	0.953442	8807	3	0.05286
ZNF614	12	0.054463	0.1144	0.59502	3553	5	-0.11868	0.62778	0.76873	1.0	13960	2	-0.11868
INTS9	12	0.054463	0.1144	0.59502	3554	4	-0.21814	0.052053	0.10408	0.551721	3543	2	-0.21814
FBXO10	12	0.054484	0.1144	0.59502	3555	5	-0.33039	0.81355	0.87126	1.0	15957	1	-0.33039
FAM177B	12	0.054484	0.1144	0.59502	3556	5	-0.10722	0.48575	0.63664	1.0	11919	3	-0.10722
CD3G	12	0.05449	0.1144	0.59502	3557	4	-0.1218	0.76305	0.83726	1.0	15313	1	-0.1218
FAM231A	12	0.05449	0.1144	0.59502	3558	4	0.29824	0.046363	0.089982	0.515104	3298	6	0.29824
THEM4	12	0.054591	0.1146	0.59502	3559	2	0.17245	0.055368	0.11042	0.565126	3686	5	0.17245
PNPLA3	12	0.054611	0.1146	0.59502	3560	2	0.25385	0.040601	0.075216	0.458218	3094	6	0.25385
PRCC	12	0.054631	0.1146	0.59502	3561	5	0.11329	0.51244	0.65814	1.0	12275	3	0.11329
MIR205HG	12	0.054634	0.1146	0.59502	3562	4	-0.00023143	0.36811	0.55783	1.0	10433	4	-0.00023143
WDR77	12	0.054676	0.1146	0.59502	3563	4	-0.20141	0.27729	0.43798	0.950466	8693	1	-0.20141
GOLIM4	12	0.054679	0.1146	0.59502	3564	3	-0.13708	0.57868	0.71617	1.0	13222	3	-0.13708
NBN	12	0.054685	0.1146	0.59502	3565	5	-0.097473	0.22378	0.37558	0.903657	7777	3	-0.097473
TLN2	12	0.054691	0.1146	0.59502	3566	3	-0.10466	0.19188	0.32838	0.857098	7232	3	-0.10466
ARMC9	12	0.054699	0.1146	0.59502	3567	2	0.26818	0.0061	0.013167	0.211778	1174	5	0.26818
ALDH6A1	12	0.054736	0.1146	0.59502	3568	3	-0.025328	0.33568	0.51976	0.994469	9791	4	-0.025328
FKBP9	12	0.054753	0.1146	0.59502	3569	4	-0.029461	0.49157	0.64195	1.0	11998	3	-0.029461
SULT1E1	12	0.054793	0.11484	0.59502	3570	2	0.10015	0.17278	0.31053	0.852039	6876	5	0.10015
IL5RA	12	0.054823	0.11484	0.59502	3571	5	-0.3295	0.9995	0.99961	1.0	18848	0	-0.3295
MTR	12	0.054871	0.11484	0.59502	3572	5	-0.29284	0.060303	0.128	0.619861	3893	3	-0.29284
SLC22A5	12	0.054895	0.11484	0.59502	3573	4	-0.17215	0.58681	0.72547	1.0	13343	2	-0.17215
OR1L4	12	0.054931	0.11484	0.59502	3574	4	0.030297	0.51315	0.65865	1.0	12283	2	0.030297
SGPP2	12	0.054949	0.11484	0.59502	3575	2	-0.078647	0.45192	0.61434	1.0	11510	3	-0.078647
GGH	12	0.055033	0.11495	0.59502	3576	5	-0.23594	0.78933	0.85151	1.0	15645	2	-0.23594
QARS	12	0.05505	0.11505	0.59502	3577	4	-0.13591	0.31146	0.48538	0.980137	9327	3	-0.13591
BUD13	12	0.05517	0.11505	0.59502	3578	5	0.15387	0.31081	0.48438	0.980088	9311	3	0.15387
RBM19	12	0.055173	0.11505	0.59502	3579	5	-0.2789	0.22098	0.37278	0.903657	7727	3	-0.2789
BHMG1	12	0.055209	0.11505	0.59502	3580	4	-0.17307	0.020048	0.039319	0.340792	2167	3	-0.17307
ACAN	12	0.055245	0.11505	0.59502	3581	3	0.10672	0.52486	0.66929	1.0	12466	2	0.10672
ALAS1	12	0.055273	0.11505	0.59502	3582	5	-0.32656	0.54506	0.68955	1.0	12735	2	-0.32656
ACCSL	12	0.055386	0.11505	0.59502	3583	5	-0.25343	0.2348	0.38361	0.908177	7965	4	-0.25343
ANKRD60	12	0.055446	0.11521	0.59502	3584	2	0.25361	0.16375	0.3015	0.846031	6625	5	0.25361
GAGE12G	12	0.055539	0.11521	0.59502	3585	4	-0.19757	0.064708	0.13479	0.627406	4043	5	-0.19757
PYCARD	12	0.055539	0.11521	0.59502	3586	4	-0.042558	0.22729	0.37739	0.903657	7843	3	-0.042558
XPR1	12	0.055553	0.11521	0.59502	3587	4	0.05616	0.059021	0.123	0.602014	3839	5	0.05616
ERCC5	12	0.055622	0.11521	0.59502	3588	5	-0.068611	0.50267	0.65167	1.0	12142	1	-0.068611
STAM2	12	0.055684	0.11531	0.59502	3589	5	-0.23787	0.98827	0.98608	1.0	18420	0	-0.23787
CEND1	12	0.055714	0.11541	0.59502	3590	3	0.061848	0.21264	0.3597	0.893876	7588	4	0.061848
POPDC2	12	0.055734	0.11541	0.59502	3591	3	0.30158	0.072103	0.15203	0.670372	4234	5	0.30158
B2M	12	0.055746	0.11541	0.59502	3592	5	-0.23608	0.82502	0.88028	1.0	16120	1	-0.23608
PKP4	2	0.055754	0.072911	0.484086	3593	2	-1.0411	0.94425	0.95578	1.0	17379	0	-1.0411
ANAPC15	12	0.055755	0.11541	0.59502	3594	4	-0.041904	0.89663	0.92065	1.0	16895	1	-0.041904
PRAC1	12	0.055773	0.11541	0.59502	3595	2	0.3229	4.0823e-05	8.5511e-05	0.01065	151	5	0.3229
TUBG2	12	0.055848	0.11541	0.59502	3596	5	0.00066532	0.61206	0.75049	1.0	13726	2	0.00066532
C8A	12	0.055961	0.11541	0.59502	3597	4	-0.10993	0.55793	0.70013	1.0	12917	3	-0.10993
EHD3	12	0.055961	0.11541	0.59502	3598	4	0.41002	0.007453	0.015372	0.224022	1295	7	0.41002
LRRC49	12	0.055969	0.11541	0.59502	3599	4	-0.11036	0.13807	0.25248	0.797563	5957	2	-0.11036
MXD1	12	0.056	0.11541	0.59502	3600	3	-0.01521	0.3549	0.54352	1.0	10171	4	-0.01521
MKNK1	12	0.056062	0.11541	0.59502	3601	3	-0.0018395	0.053008	0.10491	0.551721	3583	3	-0.0018395
ATN1	12	0.056129	0.11541	0.59502	3602	3	0.053504	0.71156	0.80846	1.0	14752	2	0.053504
PRL	12	0.056165	0.11541	0.59502	3603	5	-0.18652	0.59896	0.74011	1.0	13529	1	-0.18652
PFKM	12	0.056189	0.11541	0.59502	3604	5	-0.14636	0.056381	0.11253	0.568839	3735	4	-0.14636
BAK1	12	0.056189	0.11541	0.59502	3605	4	0.35975	0.005879	0.012558	0.206549	1150	5	0.35975
ANKRD24	12	0.056216	0.11541	0.59502	3606	4	-0.16591	0.7632	0.83726	1.0	15315	1	-0.16591
FANCE	12	0.056218	0.11541	0.59502	3607	5	-0.20449	0.31417	0.4875	0.980641	9370	2	-0.20449
ZBTB16	12	0.056231	0.11541	0.59502	3608	4	-0.3042	0.96244	0.95622	1.0	17686	1	-0.3042
TMEM235	12	0.05627	0.11541	0.59502	3609	5	-0.11287	0.99805	0.99803	1.0	18778	0	-0.11287
NTRK3	12	0.056353	0.11561	0.59502	3610	2	0.15907	0.04153	0.076208	0.460485	3133	5	0.15907
FXR1	12	0.056367	0.11561	0.59502	3611	5	-0.13926	0.58062	0.71816	1.0	13253	2	-0.13926
POM121	12	0.05639	0.11561	0.59502	3612	3	0.032756	0.31353	0.4875	0.980641	9358	2	0.032756
ZNF853	12	0.05639	0.11561	0.59502	3613	4	-0.20662	0.69369	0.80145	1.0	14560	2	-0.20662
ISG15	12	0.056435	0.11561	0.59502	3614	4	-0.21222	0.9696	0.96476	1.0	17855	1	-0.21222
PWP2	12	0.056471	0.11561	0.59502	3615	3	-0.037111	0.51302	0.65865	1.0	12279	3	-0.037111
GDA	12	0.056515	0.11561	0.59502	3616	4	-0.15792	0.97611	0.97322	1.0	18032	0	-0.15792
TTI1	12	0.056526	0.11561	0.59502	3617	5	-0.1276	0.9682	0.96296	1.0	17805	1	-0.1276
RIT1	12	0.056606	0.11561	0.59502	3618	4	-0.0042712	0.026212	0.047423	0.357819	2502	5	-0.0042712
MT4	12	0.056653	0.11561	0.59502	3619	3	-0.17645	0.16071	0.29515	0.846031	6542	2	-0.17645
ORMDL2	12	0.056686	0.11561	0.59502	3620	5	-0.20672	0.014471	0.030004	0.306797	1838	4	-0.20672
BTBD8	12	0.056693	0.11561	0.59502	3621	3	0.070045	0.36327	0.55385	1.0	10332	3	0.070045
DIAPH1	12	0.056717	0.11561	0.59502	3622	4	0.15626	0.043994	0.080611	0.473927	3224	6	0.15626
TMEM251	12	0.056717	0.11561	0.59502	3623	5	-0.094531	0.3382	0.52157	0.994469	9854	3	-0.094531
EBI3	12	0.056743	0.11561	0.59502	3624	3	-0.0081887	0.56494	0.70706	1.0	13013	2	-0.0081887
OR5I1	12	0.056803	0.11561	0.59502	3625	5	-0.011068	0.12086	0.22571	0.767142	5525	2	-0.011068
EARS2	12	0.056815	0.11561	0.59502	3626	4	-0.092975	0.67357	0.79528	1.0	14388	2	-0.092975
LTV1	12	0.056816	0.11561	0.59502	3627	3	-0.17993	0.66144	0.78687	1.0	14270	1	-0.17993
PRDM11	12	0.056853	0.11561	0.59502	3628	5	-0.32468	0.27347	0.43389	0.949585	8626	3	-0.32468
CXCL2	12	0.056916	0.11561	0.59502	3629	5	-0.079658	0.98372	0.98049	1.0	18275	0	-0.079658
