sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
PPP3R2_332	PPP3R2	3473.7	6418.8	3473.7	6418.8	0.88562	4.3367e+06	2.4015e+06	1.9005	0.97095	0.02905	0.058099	0.24845	True
IL12B_195	IL12B	7798.4	13894	7798.4	13894	0.8331	1.8576e+07	1.0303e+07	1.8989	0.97099	0.029008	0.058015	0.24845	True
TRIM60_144	TRIM60	13745	23888	13745	23888	0.79729	5.1436e+07	2.8601e+07	1.8965	0.97091	0.029094	0.058188	0.24845	True
PLA2G2F_521	PLA2G2F	21933	37353	21933	37353	0.76808	1.1889e+08	6.6373e+07	1.8927	0.9707	0.029301	0.058602	0.24921	True
DHX8_973	DHX8	5003.9	1212.2	5003.9	1212.2	-2.0445	7.1884e+06	4.6336e+06	1.8908	0.029328	0.97067	0.058655	0.24921	False
DHX37_847	DHX37	12786	3677.6	12786	3677.6	-1.7974	4.1482e+07	2.5106e+07	1.8905	0.029344	0.97066	0.058687	0.24921	False
IMP3_96	IMP3	18714	5758.2	18714	5758.2	-1.7003	8.3931e+07	4.9866e+07	1.8902	0.029368	0.97063	0.058736	0.24921	False
FOXB2_197	FOXB2	26033	43987	26033	43987	0.75669	1.6117e+08	9.038e+07	1.8885	0.97043	0.029571	0.059143	0.25054	True
TAAR2_87	TAAR2	12137	21161	12137	21161	0.80197	4.0718e+07	2.2856e+07	1.8876	0.97029	0.029707	0.059413	0.25129	True
BRDT_206	BRDT	447.67	910.6	447.67	910.6	1.0227	1.0715e+05	60224	1.8864	0.96933	0.030666	0.061333	0.25659	True
KCNK18_130	KCNK18	16502	28386	16502	28386	0.78254	7.0619e+07	3.9752e+07	1.8849	0.97015	0.029852	0.059704	0.25173	True
DHX15_244	DHX15	22534	7212.1	22534	7212.1	-1.6435	1.1738e+08	6.9684e+07	1.883	0.029848	0.97015	0.059696	0.25173	False
PTPN23_971	PTPN23	6061.5	1541.9	6061.5	1541.9	-1.9743	1.0213e+07	6.5448e+06	1.8808	0.030001	0.97	0.060002	0.25259	False
MC3R_135	MC3R	1276.4	2458.4	1276.4	2458.4	0.94511	6.9857e+05	3.9609e+05	1.8781	0.96916	0.030838	0.061675	0.25762	True
TGM6_379	TGM6	25614	43209	25614	43209	0.75438	1.5479e+08	8.7774e+07	1.8781	0.96972	0.030281	0.060563	0.25455	True
HNRNPU_505	HNRNPU	18218	5684.2	18218	5684.2	-1.6801	7.8547e+07	4.7509e+07	1.8732	0.030518	0.96948	0.061037	0.25615	False
TRIM67_1476	TRIM67	36927	61317	36927	61317	0.73158	2.9742e+08	1.6966e+08	1.8725	0.96936	0.030642	0.061284	0.25659	True
KRTAP10-10_34	KRTAP10-10	2683.5	4977.8	2683.5	4977.8	0.89116	2.632e+06	1.5088e+06	1.8678	0.96865	0.031346	0.062693	0.26044	True
CPSF2_646	CPSF2	451.95	75.101	451.95	75.101	-2.5733	71006	61260	1.8654	0.031062	0.96894	0.062125	0.25909	False
GHSR_228	GHSR	23030	38880	23030	38880	0.75552	1.2562e+08	7.2468e+07	1.862	0.96859	0.031411	0.062823	0.26044	True
C11orf40_46	C11orf40	767.2	139.64	767.2	139.64	-2.4495	1.9691e+05	1.5855e+05	1.8613	0.031348	0.96865	0.062696	0.26044	False
NUF2_138	NUF2	642.46	113.83	642.46	113.83	-2.4864	1.3973e+05	1.1525e+05	1.8604	0.031417	0.96858	0.062835	0.26044	False
SLC22A13_453	SLC22A13	8647.6	15197	8647.6	15197	0.81338	2.145e+07	1.2412e+07	1.8591	0.96827	0.031729	0.063458	0.26238	True
SP8_452	SP8	12098	20956	12098	20956	0.79248	3.9226e+07	2.2726e+07	1.858	0.96824	0.031764	0.063528	0.26238	True
SP8_469	SP8	10485	18271	10485	18271	0.80111	3.0306e+07	1.7562e+07	1.8578	0.9682	0.031798	0.063595	0.26238	True
GPR31_334	GPR31	2980.8	5485.9	2980.8	5485.9	0.87982	3.1378e+06	1.823e+06	1.8554	0.96779	0.032211	0.064422	0.26538	True
TSPO2_253	TSPO2	12116	20947	12116	20947	0.78978	3.8994e+07	2.2787e+07	1.85	0.96766	0.032336	0.064672	0.26601	True
LUZP4_112	LUZP4	5889	10500	5889	10500	0.83421	1.0631e+07	6.2131e+06	1.8499	0.96754	0.032457	0.064913	0.26659	True
NEUROG1_274	NEUROG1	32253	53465	32253	53465	0.72914	2.2497e+08	1.3295e+08	1.8397	0.96701	0.032995	0.065989	0.26977	True
TUBGCP2_681	TUBGCP2	10800	3203.5	10800	3203.5	-1.7529	2.8851e+07	1.8522e+07	1.8393	0.032933	0.96707	0.065866	0.26977	False
DDX41_383	DDX41	12963	3968.6	12963	3968.6	-1.7074	4.0448e+07	2.5735e+07	1.8386	0.032986	0.96701	0.065973	0.26977	False
ARL2_178	ARL2	25209	8629.6	25209	8629.6	-1.5465	1.3744e+08	8.5289e+07	1.8351	0.033244	0.96676	0.066487	0.2714	False
NYX_521	NYX	28681	47701	28681	47701	0.7339	1.8088e+08	1.0761e+08	1.8335	0.96654	0.033459	0.066918	0.27274	True
OGT_738	OGT	1322.5	278.11	1322.5	278.11	-2.2455	5.4539e+05	4.2222e+05	1.8278	0.033789	0.96621	0.067579	0.27502	False
PGLYRP2_451	PGLYRP2	23071	38638	23071	38638	0.74396	1.2118e+08	7.2701e+07	1.8258	0.96595	0.034055	0.06811	0.27676	True
FOXB2_193	FOXB2	20365	34260	20365	34260	0.75042	9.654e+07	5.8068e+07	1.8235	0.96576	0.034245	0.068489	0.27788	True
RDH8_206	RDH8	6587	11614	6587	11614	0.81805	1.2634e+07	7.6019e+06	1.8232	0.96557	0.03443	0.06886	0.27897	True
KCNK18_133	KCNK18	7289.2	12774	7289.2	12774	0.80932	1.5043e+07	9.1236e+06	1.8159	0.96503	0.034968	0.069936	0.28121	True
UMOD_512	UMOD	38304	14228	38304	14228	-1.4287	2.8983e+08	1.8123e+08	1.8156	0.034712	0.96529	0.069425	0.28041	False
UPF1_924	UPF1	11082	3394.8	11082	3394.8	-1.7066	2.955e+07	1.9405e+07	1.8152	0.034746	0.96525	0.069493	0.28041	False
SEC14L3_472	SEC14L3	6382.8	11248	6382.8	11248	0.81726	1.1833e+07	7.1827e+06	1.8152	0.96495	0.03505	0.070099	0.28144	True
UPF1_983	UPF1	4196.5	1092.5	4196.5	1092.5	-1.9406	4.8175e+06	3.3752e+06	1.815	0.034765	0.96524	0.069529	0.28041	False
DMRTC2_333	DMRTC2	14530	4663.3	14530	4663.3	-1.6394	4.8673e+07	3.1608e+07	1.8128	0.034928	0.96507	0.069856	0.28121	False
RTP1_261	RTP1	10560	18191	10560	18191	0.7846	2.9118e+07	1.7787e+07	1.8094	0.96459	0.035409	0.070818	0.28306	True
RAX2_474	RAX2	1205.5	2287.1	1205.5	2287.1	0.92333	5.8492e+05	3.5738e+05	1.8093	0.96401	0.035993	0.071986	0.28679	True
POLR2H_425	POLR2H	1247.3	267.55	1247.3	267.55	-2.2168	4.7999e+05	3.8002e+05	1.809	0.035228	0.96477	0.070456	0.28245	False
NUDCD3_1319	NUDCD3	9043.2	2704.8	9043.2	2704.8	-1.7409	2.0087e+07	1.3453e+07	1.8069	0.035389	0.96461	0.070778	0.28306	False
MRGPRD_145	MRGPRD	28723	47485	28723	47485	0.72525	1.7601e+08	1.0789e+08	1.8063	0.96446	0.035538	0.071076	0.28367	True
TRIML1_233	TRIML1	14440	24502	14440	24502	0.76277	5.0619e+07	3.1257e+07	1.7997	0.96387	0.036132	0.072265	0.28706	True
TRMT112_80	TRMT112	18352	6202.9	18352	6202.9	-1.5648	7.3801e+07	4.8141e+07	1.7987	0.036035	0.96397	0.072069	0.28679	False
IAPP_81	IAPP	25458	42207	25458	42207	0.72936	1.4027e+08	8.6811e+07	1.7977	0.96377	0.036229	0.072457	0.28706	True
MT1B_16	MT1B	119.61	18.775	119.61	18.775	-2.6085	5083.6	5662.4	1.7969	0.036176	0.96382	0.072351	0.28706	False
RPTN_258	RPTN	573.26	111.48	573.26	111.48	-2.3521	1.0662e+05	93905	1.7949	0.036337	0.96366	0.072674	0.28727	False
RPS16_40	RPS16	355.41	64.54	355.41	64.54	-2.4431	42301	39794	1.7945	0.036363	0.96364	0.072726	0.28727	False
IQCF1_80	IQCF1	16796	28264	16796	28264	0.75078	6.5753e+07	4.104e+07	1.7901	0.96312	0.036884	0.073768	0.29096	True
DHX8_991	DHX8	8542.5	2593.3	8542.5	2593.3	-1.7195	1.7697e+07	1.2142e+07	1.7862	0.037032	0.96297	0.074063	0.2917	False
USP5_555	USP5	1013.2	218.26	1013.2	218.26	-2.2097	3.16e+05	2.6147e+05	1.7851	0.037125	0.96287	0.07425	0.29201	False
SERPINA9_392	SERPINA9	18834	31507	18834	31507	0.74232	8.0308e+07	5.0442e+07	1.7844	0.96267	0.037327	0.074655	0.29274	True
FEZF2_306	FEZF2	31098	51007	31098	51007	0.71385	1.9818e+08	1.245e+08	1.7843	0.96271	0.037288	0.074576	0.29274	True
NAA10_225	NAA10	23147	38386	23147	38386	0.72971	1.1611e+08	7.3138e+07	1.7819	0.96249	0.037513	0.075026	0.29349	True
HUWE1_2194	HUWE1	4736.5	1316.6	4736.5	1316.6	-1.8462	5.8477e+06	4.1972e+06	1.7801	0.037531	0.96247	0.075063	0.29349	False
TAAR2_88	TAAR2	60.658	133.77	60.658	133.77	1.1282	2673	1691.6	1.7777	0.95943	0.040568	0.081136	0.30492	True
GPR78_652	GPR78	21482	35695	21482	35695	0.73256	1.01e+08	6.3934e+07	1.7775	0.96212	0.037877	0.075753	0.29543	True
GDF2_520	GDF2	34384	13034	34384	13034	-1.3994	2.2791e+08	1.4919e+08	1.7757	0.03789	0.96211	0.075781	0.29543	False
KIF2B_298	KIF2B	388.72	73.928	388.72	73.928	-2.3789	49549	46738	1.7748	0.037968	0.96203	0.075936	0.29561	False
SLC6A18_385	SLC6A18	27406	10076	27406	10076	-1.4434	1.5015e+08	9.9143e+07	1.7738	0.03805	0.96195	0.076101	0.29583	False
GFRA4_327	GFRA4	30638	50154	30638	50154	0.711	1.9042e+08	1.212e+08	1.7726	0.96175	0.038247	0.076495	0.2965	True
POP5_88	POP5	10410	3316.2	10410	3316.2	-1.6501	2.5162e+07	1.7336e+07	1.7714	0.038244	0.96176	0.076487	0.2965	False
RNASE10_314	RNASE10	12378	20995	12378	20995	0.76229	3.7133e+07	2.368e+07	1.7709	0.9615	0.038496	0.076992	0.29757	True
ACTB_30	ACTB	20556	7277.8	20556	7277.8	-1.4979	8.8159e+07	5.9055e+07	1.7695	0.038409	0.96159	0.076818	0.29733	False
POU5F2_550	POU5F2	27.339	63.367	27.339	63.367	1.1835	649	415.32	1.7679	0.95765	0.042348	0.084696	0.30872	True
BRDT_207	BRDT	6948.3	12062	6948.3	12062	0.79564	1.3075e+07	8.3695e+06	1.7676	0.96112	0.038883	0.077766	0.2996	True
MS4A10_217	MS4A10	351.13	699.38	351.13	699.38	0.99202	60638	38940	1.7648	0.95968	0.040315	0.080631	0.3042	True
PAX4_284	PAX4	22358	36986	22358	36986	0.72617	1.0699e+08	6.8706e+07	1.7648	0.96106	0.038936	0.077873	0.2996	True
TRPC7_388	TRPC7	19966	33174	19966	33174	0.73247	8.7222e+07	5.6035e+07	1.7644	0.96102	0.038981	0.077962	0.2996	True
RBPJL_695	RBPJL	311.83	58.673	311.83	58.673	-2.3903	32045	31470	1.7633	0.038923	0.96108	0.077846	0.2996	False
BANF2_123	BANF2	6550.2	1962	6550.2	1962	-1.7387	1.0526e+07	7.5257e+06	1.7616	0.039066	0.96093	0.078132	0.29982	False
MMP20_216	MMP20	4276.8	7565.3	4276.8	7565.3	0.82271	5.407e+06	3.4924e+06	1.7597	0.96033	0.039671	0.079341	0.3032	True
IL17A_175	IL17A	17161	28638	17161	28638	0.73876	6.5862e+07	4.266e+07	1.7572	0.96039	0.039612	0.079224	0.3032	True
SDR9C7_239	SDR9C7	23775	39159	23775	39159	0.71987	1.1833e+08	7.6751e+07	1.756	0.96032	0.039675	0.079351	0.3032	True
PANX3_178	PANX3	4330.6	7643.9	4330.6	7643.9	0.81958	5.4888e+06	3.5719e+06	1.7531	0.95976	0.040235	0.080471	0.3042	True
TMIGD1_86	TMIGD1	5842.8	10181	5842.8	10181	0.80102	9.4095e+06	6.1257e+06	1.7528	0.95981	0.040189	0.080377	0.3042	True
ALX3_365	ALX3	11275	19112	11275	19112	0.76134	3.0712e+07	2.0016e+07	1.7518	0.95986	0.040139	0.080278	0.3042	True
PANX3_162	PANX3	9795	16697	9795	16697	0.76942	2.382e+07	1.5535e+07	1.7512	0.95978	0.040218	0.080437	0.3042	True
SF3B2_490	SF3B2	581.81	122.04	581.81	122.04	-2.2439	1.0569e+05	96434	1.7496	0.04009	0.95991	0.080179	0.3042	False
CDX2_803	CDX2	24524	40286	24524	40286	0.71607	1.2422e+08	8.1159e+07	1.7496	0.95978	0.040221	0.080442	0.3042	True
ACTB_25	ACTB	4033.3	1138.3	4033.3	1138.3	-1.8242	4.1908e+06	3.1425e+06	1.748	0.040235	0.95976	0.08047	0.3042	False
POLR3A_820	POLR3A	6104.3	1838.8	6104.3	1838.8	-1.7305	9.097e+06	6.6281e+06	1.7476	0.040268	0.95973	0.080536	0.3042	False
MC2R_366	MC2R	6472.5	11211	6472.5	11211	0.79246	1.1228e+07	7.3656e+06	1.7461	0.95925	0.040749	0.081497	0.30492	True
HTR2C_358	HTR2C	27009	44153	27009	44153	0.70903	1.4695e+08	9.6574e+07	1.7445	0.95934	0.040659	0.081318	0.30492	True
BARHL1_405	BARHL1	8780.1	15010	8780.1	15010	0.77352	1.9404e+07	1.2756e+07	1.7442	0.95915	0.040847	0.081694	0.30509	True
TRMT112_92	TRMT112	2576.7	681.78	2576.7	681.78	-1.9166	1.7953e+06	1.4024e+06	1.7437	0.040604	0.9594	0.081208	0.30492	False
FOXB2_186	FOXB2	34652	56099	34652	56099	0.69503	2.3e+08	1.513e+08	1.7437	0.95929	0.040708	0.081416	0.30492	True
USP26_379	USP26	8.5434	0	8.5434	0	-3.2545	36.495	56.255	1.742	0.04075	0.95925	0.081501	0.30492	False
TBL3_1216	TBL3	16132	5672.5	16132	5672.5	-1.5078	5.4706e+07	3.8165e+07	1.7405	0.040887	0.95911	0.081774	0.30509	False
NYX_508	NYX	39019	62833	39019	62833	0.68731	2.8354e+08	1.8737e+08	1.7397	0.95895	0.041048	0.082096	0.30545	True
BUD31_385	BUD31	185.39	34.03	185.39	34.03	-2.4117	11455	12394	1.739	0.041016	0.95898	0.082031	0.30545	False
POU5F2_540	POU5F2	20209	33368	20209	33368	0.72349	8.6591e+07	5.7268e+07	1.739	0.95883	0.041174	0.082349	0.30554	True
ADAM30_288	ADAM30	4524.6	7943.1	4524.6	7943.1	0.81179	5.8432e+06	3.8652e+06	1.7388	0.95852	0.041475	0.08295	0.30693	True
CPSF2_675	CPSF2	13216	4524.9	13216	4524.9	-1.5461	3.7766e+07	2.6647e+07	1.7379	0.041111	0.95889	0.082223	0.3055	False
MAS1_1014	MAS1	19476	32191	19476	32191	0.72492	8.0836e+07	5.3584e+07	1.737	0.95865	0.041355	0.082709	0.30646	True
GUCY2F_490	GUCY2F	3840.3	6781.4	3840.3	6781.4	0.82022	4.3252e+06	2.8768e+06	1.734	0.95805	0.04195	0.083899	0.3087	True
GMPS_570	GMPS	658.7	144.34	658.7	144.34	-2.1824	1.3228e+05	1.2054e+05	1.7331	0.041536	0.95846	0.083073	0.30696	False
KRT76_240	KRT76	4176	7341.1	4176	7341.1	0.81373	5.009e+06	3.3455e+06	1.7304	0.95775	0.042249	0.084498	0.3087	True
GH2_45	GH2	26366	42995	26366	42995	0.7055	1.3827e+08	9.247e+07	1.7294	0.958	0.042001	0.084002	0.3087	True
SLITRK1_629	SLITRK1	12209	20521	12209	20521	0.74909	3.4545e+07	2.3103e+07	1.7293	0.95789	0.042111	0.084222	0.3087	True
KRT2_267	KRT2	130.71	23.469	130.71	23.469	-2.4284	5750.7	6635.2	1.7281	0.041988	0.95801	0.083976	0.3087	False
DHX8_926	DHX8	28914	11167	28914	11167	-1.3725	1.5749e+08	1.0919e+08	1.7279	0.042005	0.958	0.084009	0.3087	False
ASIC5_21	ASIC5	13272	22225	13272	22225	0.74375	4.0079e+07	2.6852e+07	1.7278	0.95777	0.042234	0.084469	0.3087	True
KANSL3_798	KANSL3	28293	45988	28293	45988	0.70078	1.5655e+08	1.05e+08	1.7268	0.95778	0.042224	0.084448	0.3087	True
SAMM50_187	SAMM50	1814.6	467.04	1814.6	467.04	-1.9558	9.0799e+05	7.4605e+05	1.7247	0.042288	0.95771	0.084577	0.3087	False
CATSPER4_439	CATSPER4	30505	49384	30505	49384	0.69497	1.782e+08	1.2025e+08	1.7216	0.95731	0.042689	0.085378	0.31036	True
ZNF804B_399	ZNF804B	191.37	36.377	191.37	36.377	-2.3637	12012	13119	1.7209	0.042634	0.95737	0.085267	0.31036	False
SIGLECL1_265	SIGLECL1	17685	29207	17685	29207	0.72379	6.6384e+07	4.5034e+07	1.717	0.95683	0.043169	0.086337	0.31306	True
GPR78_645	GPR78	29431	47647	29431	47647	0.69502	1.6591e+08	1.1273e+08	1.7156	0.95676	0.043236	0.086471	0.31306	True
FTSJ3_531	FTSJ3	122.17	22.296	122.17	22.296	-2.4025	4987.5	5880.8	1.7144	0.043228	0.95677	0.086457	0.31306	False
BPIFB6_227	BPIFB6	10124	17084	10124	17084	0.75485	2.4224e+07	1.6487e+07	1.7142	0.95648	0.04352	0.087041	0.31428	True
TSPO2_239	TSPO2	7081.6	12122	7081.6	12122	0.77537	1.2702e+07	8.6609e+06	1.7126	0.95626	0.043742	0.087484	0.31486	True
PROP1_12	PROP1	9063.7	3018.1	9063.7	3018.1	-1.5861	1.8274e+07	1.3508e+07	1.7118	0.043463	0.95654	0.086927	0.31428	False
SLC32A1_423	SLC32A1	18466	30401	18466	30401	0.71923	7.1223e+07	4.8679e+07	1.7106	0.95625	0.043754	0.087508	0.31486	True
FMR1NB_91	FMR1NB	19755	32436	19755	32436	0.71534	8.0399e+07	5.4973e+07	1.7103	0.95622	0.043776	0.087551	0.31486	True
IL26_52	IL26	574.12	1098.4	574.12	1098.4	0.93473	1.3741e+05	94156	1.7085	0.95484	0.045161	0.090321	0.32223	True
GFRA4_325	GFRA4	229.82	45.765	229.82	45.765	-2.3033	16938	18209	1.7064	0.043963	0.95604	0.087925	0.31549	False
ATP4B_15	ATP4B	170.87	32.857	170.87	32.857	-2.3438	9523.5	10711	1.7062	0.043981	0.95602	0.087962	0.31549	False
CXorf66_89	CXorf66	17959	29563	17959	29563	0.71904	6.7324e+07	4.63e+07	1.7053	0.95575	0.044249	0.088498	0.31699	True
ZP4_248	ZP4	117.9	244.08	117.9	244.08	1.0435	7960.7	5518.8	1.6985	0.95263	0.04737	0.094741	0.33051	True
CSTL1_178	CSTL1	281.93	58.673	281.93	58.673	-2.2453	24922	26265	1.6949	0.045048	0.95495	0.090096	0.32222	False
C12orf40_325	C12orf40	539.09	122.04	539.09	122.04	-2.1341	86965	84086	1.6944	0.045099	0.9549	0.090198	0.32222	False
C8A_440	C8A	13066	21721	13066	21721	0.73318	3.7449e+07	2.6106e+07	1.6938	0.95461	0.045389	0.090778	0.32343	True
TBR1_495	TBR1	11231	18779	11231	18779	0.74155	2.8484e+07	1.9877e+07	1.6929	0.9545	0.0455	0.091001	0.32365	True
RBX1_84	RBX1	14670	5351	14670	5351	-1.4548	4.3421e+07	3.2159e+07	1.6897	0.04554	0.95446	0.091081	0.32365	False
REG3A_89	REG3A	29466	11809	29466	11809	-1.3192	1.559e+08	1.1298e+08	1.6883	0.045673	0.95433	0.091346	0.32417	False
OGDH_665	OGDH	20307	7770.6	20307	7770.6	-1.3857	7.8578e+07	5.777e+07	1.6856	0.045938	0.95406	0.091876	0.32514	False
OGT_692	OGT	7.6891	0	7.6891	0	-3.1192	29.561	47.151	1.6852	0.045977	0.95402	0.091954	0.32514	False
POLR2H_378	POLR2H	11423	4043.7	11423	4043.7	-1.498	2.723e+07	2.0494e+07	1.685	0.045991	0.95401	0.091982	0.32514	False
MOGAT3_294	MOGAT3	4059.8	1242.7	4059.8	1242.7	-1.7071	3.9681e+06	3.1798e+06	1.6829	0.046199	0.9538	0.092398	0.32618	False
TEX101_184	TEX101	10859	18136	10859	18136	0.73994	2.6478e+07	1.8705e+07	1.6826	0.95349	0.046506	0.093012	0.32749	True
DHX8_985	DHX8	1145.7	293.36	1145.7	293.36	-1.9618	3.6321e+05	3.2612e+05	1.6807	0.046409	0.95359	0.092818	0.32724	False
SLITRK1_622	SLITRK1	27658	44508	27658	44508	0.68637	1.4197e+08	1.0079e+08	1.6784	0.95323	0.04677	0.093539	0.32892	True
TPRX1_172	TPRX1	15866	26073	15866	26073	0.71659	5.2092e+07	3.7036e+07	1.6772	0.95304	0.046965	0.093929	0.329	True
TMPRSS11F_141	TMPRSS11F	434.86	98.57	434.86	98.57	-2.1301	56545	57164	1.6754	0.04693	0.95307	0.093859	0.329	False
LSG1_278	LSG1	1867.6	516.32	1867.6	516.32	-1.8528	9.1296e+05	7.8571e+05	1.675	0.046962	0.95304	0.093925	0.329	False
NUDC_175	NUDC	5693.3	1852.9	5693.3	1852.9	-1.619	7.3745e+06	5.8463e+06	1.6719	0.047274	0.95273	0.094548	0.33046	False
KANSL3_764	KANSL3	10454	17441	10454	17441	0.73842	2.4412e+07	1.7467e+07	1.6719	0.95243	0.047569	0.095137	0.33053	True
USP26_395	USP26	103.38	19.949	103.38	19.949	-2.3168	3480	4365.2	1.6716	0.047297	0.9527	0.094593	0.33046	False
CHRNA6_221	CHRNA6	19263	31371	19263	31371	0.70359	7.3307e+07	5.253e+07	1.6706	0.95242	0.047584	0.095168	0.33053	True
USP5_552	USP5	627.09	150.2	627.09	150.2	-2.0545	1.1371e+05	1.1034e+05	1.6703	0.047427	0.95257	0.094854	0.33051	False
PUF60_8	PUF60	5418.2	1757.8	5418.2	1757.8	-1.6235	6.6992e+06	5.3474e+06	1.6684	0.047614	0.95239	0.095227	0.33053	False
USP29_343	USP29	181.12	37.551	181.12	37.551	-2.2401	10306	11888	1.6652	0.047935	0.95207	0.09587	0.33233	False
RTP2_226	RTP2	26173	42077	26173	42077	0.68494	1.2647e+08	9.1253e+07	1.6649	0.95188	0.048117	0.096234	0.33317	True
ACCSL_171	ACCSL	6397.3	10859	6397.3	10859	0.76329	9.9542e+06	7.2122e+06	1.6614	0.95127	0.048732	0.097465	0.33656	True
SSU72_137	SSU72	27904	11378	27904	11378	-1.2942	1.3656e+08	1.0242e+08	1.66	0.048458	0.95154	0.096916	0.3351	False
GRM5_646	GRM5	10759	17864	10759	17864	0.73146	2.5239e+07	1.8396e+07	1.6565	0.95089	0.049107	0.098214	0.33859	True
HTR3E_231	HTR3E	15221	24915	15221	24915	0.71091	4.6986e+07	3.4368e+07	1.6536	0.95066	0.04934	0.098681	0.33859	True
DAZL_194	DAZL	27853	44555	27853	44555	0.67773	1.3948e+08	1.0208e+08	1.6531	0.9507	0.049301	0.098602	0.33859	True
CPSF2_666	CPSF2	14146	5320.5	14146	5320.5	-1.4106	3.8947e+07	3.0121e+07	1.6529	0.049175	0.95083	0.098349	0.33859	False
CCDC83_220	CCDC83	35.882	78.622	35.882	78.622	1.1102	913.33	669.17	1.6522	0.94631	0.053688	0.10738	0.35245	True
NPFFR1_916	NPFFR1	28695	11823	28695	11823	-1.2792	1.4233e+08	1.077e+08	1.6517	0.049294	0.95071	0.098589	0.33859	False
SEC14L3_478	SEC14L3	15344	25076	15344	25076	0.70858	4.7353e+07	3.487e+07	1.648	0.95009	0.049909	0.099818	0.34093	True
TIMM13_340	TIMM13	18712	7332.9	18712	7332.9	-1.3514	6.4739e+07	4.9854e+07	1.6477	0.049706	0.95029	0.099411	0.34066	False
RTP2_219	RTP2	21363	34467	21363	34467	0.69008	8.5858e+07	6.3295e+07	1.6471	0.95005	0.049949	0.099899	0.34093	True
ERCC3_351	ERCC3	200.77	43.418	200.77	43.418	-2.1835	12380	14294	1.6464	0.049839	0.95016	0.099678	0.34093	False
RPE65_267	RPE65	4193.1	7213.2	4193.1	7213.2	0.78249	4.5606e+06	3.3702e+06	1.6451	0.94946	0.050538	0.10108	0.34244	True
DHX15_250	DHX15	13153	21609	13153	21609	0.71617	3.575e+07	2.6421e+07	1.6451	0.94976	0.050242	0.10048	0.34194	True
HDAC3_290	HDAC3	19855	7859.8	19855	7859.8	-1.3368	7.1941e+07	5.5475e+07	1.6449	0.049998	0.95	0.099996	0.34093	False
TKTL2_232	TKTL2	15469	25250	15469	25250	0.70692	4.7842e+07	3.5382e+07	1.6445	0.94973	0.050275	0.10055	0.34194	True
TREML4_178	TREML4	9267.9	15433	9267.9	15433	0.73567	1.9006e+07	1.4061e+07	1.6442	0.94959	0.050409	0.10082	0.34243	True
TSPAN16_172	TSPAN16	7660.9	12854	7660.9	12854	0.74657	1.3485e+07	9.9785e+06	1.644	0.94953	0.050474	0.10095	0.34244	True
DRGX_436	DRGX	10590	17527	10590	17527	0.72675	2.4057e+07	1.7881e+07	1.6404	0.94922	0.050776	0.10155	0.34319	True
NEUROD2_505	NEUROD2	16399	26681	16399	26681	0.70216	5.2858e+07	3.9308e+07	1.6399	0.94927	0.050734	0.10147	0.34319	True
CCT8L2_24	CCT8L2	18357	29720	18357	29720	0.69507	6.4558e+07	4.8165e+07	1.6373	0.94901	0.050994	0.10199	0.34379	True
CHAT_774	CHAT	2981.6	924.68	2981.6	924.68	-1.688	2.1155e+06	1.824e+06	1.6359	0.050935	0.94906	0.10187	0.34379	False
COPZ1_335	COPZ1	939.77	1721.5	939.77	1721.5	0.87255	3.0552e+05	2.2836e+05	1.6358	0.94777	0.052228	0.10446	0.34819	True
RTP2_222	RTP2	15775	25673	15775	25673	0.70261	4.8989e+07	3.6653e+07	1.635	0.94874	0.051263	0.10253	0.34467	True
SHCBP1L_200	SHCBP1L	15637	25455	15637	25455	0.70293	4.8193e+07	3.6079e+07	1.6345	0.94868	0.051316	0.10263	0.34467	True
ZP4_237	ZP4	244.34	55.152	244.34	55.152	-2.1274	17896	20322	1.6335	0.051185	0.94882	0.10237	0.34465	False
IL9_44	IL9	22372	35889	22372	35889	0.68184	9.1358e+07	6.8782e+07	1.6299	0.94825	0.051746	0.10349	0.34712	True
RBM46_275	RBM46	7221.7	12097	7221.7	12097	0.74417	1.1885e+07	8.972e+06	1.6277	0.94779	0.052212	0.10442	0.34819	True
GPR151_278	GPR151	1293.5	2329.3	1293.5	2329.3	0.84816	5.3648e+05	4.0568e+05	1.6263	0.94694	0.053064	0.10613	0.35061	True
GPR45_251	GPR45	20889	33562	20889	33562	0.68409	8.0308e+07	6.0786e+07	1.6255	0.94778	0.052219	0.10444	0.34819	True
COPS3_175	COPS3	4120.5	1351.8	4120.5	1351.8	-1.6072	3.8327e+06	3.2659e+06	1.6254	0.052043	0.94796	0.10409	0.34819	False
IZUMO2_132	IZUMO2	12427	20364	12427	20364	0.71248	3.1498e+07	2.3851e+07	1.6252	0.94765	0.05235	0.1047	0.34857	True
POLR1A_1460	POLR1A	11952	4519	11952	4519	-1.403	2.7626e+07	2.2234e+07	1.6245	0.052134	0.94787	0.10427	0.34819	False
KRT73_619	KRT73	25933	41305	25933	41305	0.67151	1.1815e+08	8.9751e+07	1.6226	0.9475	0.052501	0.105	0.34897	True
GPRC6A_568	GPRC6A	522	131.43	522	131.43	-1.9816	76274	79359	1.6207	0.05254	0.94746	0.10508	0.34897	False
