sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
IL9_26360	IL9	27822	69707	27822	69707	1.3251	8.7718e+08	5.5515e+08	1.7777	0.95718	0.042817	0.085635	0.31906	True
CPSF2_4900	CPSF2	1.0304e+05	13727	1.0304e+05	13727	-2.908	3.9882e+09	7.2972e+09	1.7696	0.038397	0.9616	0.076793	0.3096	False
SAMM50_8486	SAMM50	22133	2932.3	22133	2932.3	-2.9157	1.8433e+08	3.5397e+08	1.7666	0.038644	0.96136	0.077288	0.3096	False
RTP2_43553	RTP2	89411	2.2035e+05	89411	2.2035e+05	1.3013	8.573e+09	5.5201e+09	1.7624	0.95596	0.044038	0.088076	0.3224	True
ARIH1_35171	ARIH1	2814.4	375.09	2814.4	375.09	-2.9042	2.9752e+06	6.1225e+06	1.7569	0.039465	0.96053	0.07893	0.31436	False
MBL2_67328	MBL2	1.3119e+05	3.2122e+05	1.3119e+05	3.2122e+05	1.2919	1.8056e+10	1.1737e+10	1.754	0.95523	0.044771	0.089542	0.3224	True
DDX41_33822	DDX41	73218	10138	73218	10138	-2.8523	1.9895e+09	3.7258e+09	1.7488	0.040163	0.95984	0.080326	0.3157	False
CEACAM7_4032	CEACAM7	8200.1	20586	8200.1	20586	1.3279	7.6711e+07	5.0184e+07	1.7485	0.95415	0.045855	0.09171	0.32592	True
CSHL1_152	CSHL1	7582.1	1042.4	7582.1	1042.4	-2.8615	2.1384e+07	4.3015e+07	1.7444	0.040544	0.95946	0.081088	0.3157	False
KRTAP13-1_31402	KRTAP13-1	57281	8102.8	57281	8102.8	-2.8214	1.2093e+09	2.2986e+09	1.737	0.041196	0.9588	0.082392	0.31806	False
ARL2_15571	ARL2	48941	6931.9	48941	6931.9	-2.8195	8.8237e+08	1.6866e+09	1.7357	0.041306	0.95869	0.082612	0.31806	False
NUP93_48089	NUP93	1.1343e+05	16388	1.1343e+05	16388	-2.791	4.7088e+09	8.8161e+09	1.7288	0.041925	0.95807	0.08385	0.31906	False
FAM47C_63214	FAM47C	35123	86188	35123	86188	1.295	1.3038e+09	8.7809e+08	1.7233	0.95191	0.048092	0.096185	0.33665	True
HTR3C_52810	HTR3C	30534	4426.5	30534	4426.5	-2.7859	3.408e+08	6.6665e+08	1.7221	0.042525	0.95748	0.08505	0.31906	False
ARIH1_35170	ARIH1	6291.7	907.68	6291.7	907.68	-2.7918	1.4494e+07	2.98e+07	1.7193	0.04278	0.95722	0.085559	0.31906	False
ZG16_45622	ZG16	8469.3	21026	8469.3	21026	1.3117	7.8832e+07	5.3478e+07	1.717	0.95096	0.049037	0.098074	0.33883	True
SCN10A_71867	SCN10A	9343.6	23146	9343.6	23146	1.3086	9.525e+07	6.488e+07	1.7135	0.95062	0.049382	0.098764	0.33883	True
PSMB2_66173	PSMB2	5094.7	743.96	5094.7	743.96	-2.774	9.4644e+06	1.9675e+07	1.7124	0.043409	0.95659	0.086819	0.32174	False
RESP18_2429	RESP18	43458	1.0596e+05	43458	1.0596e+05	1.2858	1.9534e+09	1.335e+09	1.7107	0.95065	0.049353	0.098705	0.33883	True
THOC2_44612	THOC2	1.0885e+05	16427	1.0885e+05	16427	-2.7282	4.2714e+09	8.1298e+09	1.706	0.044	0.956	0.087999	0.3224	False
RPS2_5520	RPS2	37848	5738.3	37848	5738.3	-2.7213	5.1551e+08	1.0171e+09	1.6997	0.044595	0.95541	0.089189	0.3224	False
RESP18_2430	RESP18	74611	11381	74611	11381	-2.7126	1.999e+09	3.8666e+09	1.699	0.044659	0.95534	0.089318	0.3224	False
SSU72_26273	SSU72	42758	6527.8	42758	6527.8	-2.7113	6.5631e+08	1.293e+09	1.6965	0.044894	0.95511	0.089789	0.3224	False
TAS2R40_54862	TAS2R40	3686.3	9159.7	3686.3	9159.7	1.3129	1.4979e+07	1.041e+07	1.6964	0.94858	0.051419	0.10284	0.34595	True
SAMM50_8483	SAMM50	44848	6944.3	44848	6944.3	-2.691	7.1836e+08	1.4204e+09	1.6893	0.045581	0.95442	0.091162	0.32565	False
SF3B2_23468	SF3B2	5084.6	793.7	5084.6	793.7	-2.6779	9.2058e+06	1.9599e+07	1.6778	0.04669	0.95331	0.09338	0.32892	False
DHX8_29852	DHX8	44563	7060.4	44563	7060.4	-2.6579	7.0323e+08	1.4026e+09	1.6772	0.046751	0.95325	0.093503	0.32892	False
KRTAP10-8_52258	KRTAP10-8	30183	72774	30183	72774	1.2696	9.0697e+08	6.5167e+08	1.6684	0.94598	0.054023	0.10805	0.35826	True
TAS2R40_54860	TAS2R40	10835	26331	10835	26331	1.2809	1.2006e+08	8.683e+07	1.6629	0.94512	0.054884	0.10977	0.36035	True
RPS16_44941	RPS16	1.0631e+05	17629	1.0631e+05	17629	-2.5921	3.932e+09	7.7598e+09	1.6561	0.048847	0.95115	0.097695	0.33883	False
MEP1B_56774	MEP1B	4293.2	10496	4293.2	10496	1.2896	1.9239e+07	1.405e+07	1.6549	0.94396	0.056036	0.11207	0.36124	True
NOP56_26809	NOP56	29100	4909.3	29100	4909.3	-2.5672	2.9258e+08	6.0644e+08	1.6422	0.05027	0.94973	0.10054	0.34322	False
MBL2_67330	MBL2	68178	11659	68178	11659	-2.5478	1.5972e+09	3.238e+09	1.6379	0.050717	0.94928	0.10143	0.34458	False
SAP18_26228	SAP18	28413	4888.6	28413	4888.6	-2.5388	2.767e+08	5.7862e+08	1.6316	0.051386	0.94861	0.10277	0.34595	False
CCT8L2_26471	CCT8L2	23250	55240	23250	55240	1.2484	5.1167e+08	3.8997e+08	1.6199	0.94023	0.059769	0.11954	0.37989	True
KRTAP13-3_71495	KRTAP13-3	54969	9791.7	54969	9791.7	-2.4889	1.0205e+09	2.1196e+09	1.6149	0.053162	0.94684	0.10632	0.35595	False
HNRNPK_67234	HNRNPK	7262.2	1289	7262.2	1289	-2.4933	1.784e+07	3.9518e+07	1.6103	0.053665	0.94634	0.10733	0.35759	False
ZNF574_53195	ZNF574	9472.2	1705.5	9472.2	1705.5	-2.4728	3.016e+07	6.6648e+07	1.6033	0.054436	0.94556	0.10887	0.35928	False
MRGPRX2_12211	MRGPRX2	12418	29495	12418	29495	1.248	1.4582e+08	1.1354e+08	1.6027	0.93794	0.062063	0.12413	0.38748	True
DHX37_13793	DHX37	48250	8871.6	48250	8871.6	-2.4431	7.7531e+08	1.6401e+09	1.597	0.055129	0.94487	0.11026	0.36035	False
RPL19_39608	RPL19	36579	6768.2	36579	6768.2	-2.434	4.4433e+08	9.5112e+08	1.5926	0.055625	0.94438	0.11125	0.36035	False
TONSL_32398	TONSL	14098	2594.5	14098	2594.5	-2.4415	6.6162e+07	1.4573e+08	1.5925	0.055639	0.94436	0.11128	0.36035	False
CABS1_61116	CABS1	7556.1	17884	7556.1	17884	1.2429	5.3334e+07	4.2725e+07	1.5801	0.93489	0.065108	0.13022	0.39411	True
SPATA21_74017	SPATA21	91136	2.1035e+05	91136	2.1035e+05	1.2067	7.1056e+09	5.7316e+09	1.5746	0.93488	0.065116	0.13023	0.39411	True
CLTC_65731	CLTC	1244.7	236.24	1244.7	236.24	-2.3925	5.0844e+05	1.2303e+06	1.5686	0.058375	0.94162	0.11675	0.37458	False
DCTN5_13872	DCTN5	1033.7	196.87	1033.7	196.87	-2.3866	3.5012e+05	8.5384e+05	1.5662	0.058651	0.94135	0.1173	0.37461	False
FTSJ3_19707	FTSJ3	25847	5108.3	25847	5108.3	-2.3389	2.1505e+08	4.8031e+08	1.5546	0.060026	0.93997	0.12005	0.37989	False
SAMM50_8485	SAMM50	85443	17175	85443	17175	-2.3146	2.3302e+09	5.0485e+09	1.5489	0.060701	0.9393	0.1214	0.38242	False
NANOGNB_55670	NANOGNB	3290.3	654.85	3290.3	654.85	-2.3272	3.4729e+06	8.3252e+06	1.5446	0.061227	0.93877	0.12245	0.38399	False
CER1_11092	CER1	76762	1.7551e+05	76762	1.7551e+05	1.193	4.8752e+09	4.089e+09	1.5442	0.93077	0.069229	0.13846	0.41358	True
GRWD1_16466	GRWD1	38359	7872.7	38359	7872.7	-2.2845	4.6472e+08	1.0444e+09	1.5343	0.062477	0.93752	0.12495	0.38817	False
POP5_31694	POP5	1888.7	383.38	1888.7	383.38	-2.2975	1.1329e+06	2.7937e+06	1.5319	0.06277	0.93723	0.12554	0.38817	False
CPSF2_4898	CPSF2	20653	4256.5	20653	4256.5	-2.2784	1.3443e+08	3.0892e+08	1.53	0.063014	0.93699	0.12603	0.38817	False
TSPAN16_7201	TSPAN16	94540	2.1441e+05	94540	2.1441e+05	1.1814	7.1847e+09	6.1604e+09	1.5273	0.92849	0.071514	0.14303	0.4254	True
PSKH2_58675	PSKH2	7844.6	1630.9	7844.6	1630.9	-2.2653	1.9305e+07	4.5994e+07	1.5221	0.063995	0.93601	0.12799	0.39246	False
IL1F10_20885	IL1F10	3527.8	733.6	3527.8	733.6	-2.2641	3.9038e+06	9.5484e+06	1.5198	0.064284	0.93572	0.12857	0.3925	False
KCNK18_63624	KCNK18	15130	34728	15130	34728	1.1986	1.9203e+08	1.6748e+08	1.5143	0.92607	0.073929	0.14786	0.43789	True
MAGEC3_62238	MAGEC3	2972.4	6917.4	2972.4	6917.4	1.2183	7.7814e+06	6.8169e+06	1.5109	0.92505	0.074955	0.14991	0.44207	True
CD200R1L_60527	CD200R1L	4259	940.83	4259	940.83	-2.1773	5.5051e+06	1.3831e+07	1.4852	0.06874	0.93126	0.13748	0.41287	False
POLR2A_42511	POLR2A	1.0637e+05	23904	1.0637e+05	23904	-2.1537	3.4004e+09	7.7689e+09	1.4847	0.068812	0.93119	0.13762	0.41287	False
DMRT1_3340	DMRT1	76071	1.6966e+05	76071	1.6966e+05	1.1572	4.3791e+09	4.0168e+09	1.4766	0.92103	0.078973	0.15795	0.45652	True
CATSPER4_14645	CATSPER4	1.5065e+05	3.3341e+05	1.5065e+05	3.3341e+05	1.1461	1.6701e+10	1.5407e+10	1.4724	0.92062	0.07938	0.15876	0.45652	True
KRT74_167	KRT74	13140	29589	13140	29589	1.171	1.3528e+08	1.269e+08	1.4602	0.91788	0.082119	0.16424	0.46456	True
CRNN_73876	CRNN	1495.6	3433.8	1495.6	3433.8	1.1985	1.8784e+06	1.7655e+06	1.4587	0.91685	0.083145	0.16629	0.46747	True
KRTAP13-3_71493	KRTAP13-3	50004	1.1081e+05	50004	1.1081e+05	1.1479	1.8485e+09	1.7595e+09	1.4495	0.91669	0.083307	0.16661	0.46747	True
EIF3A_36783	EIF3A	17798	4351.9	17798	4351.9	-2.0318	9.0399e+07	2.3052e+08	1.4283	0.076597	0.9234	0.15319	0.44985	False
MUC17_30913	MUC17	35201	77505	35201	77505	1.1386	8.9479e+08	8.8195e+08	1.4245	0.91253	0.087473	0.17495	0.48886	True
C10orf53_61435	C10orf53	1476.3	360.58	1476.3	360.58	-2.0306	6.2246e+05	1.7211e+06	1.4229	0.077382	0.92262	0.15476	0.45254	False
PCNA_35261	PCNA	72289	18131	72289	18131	-1.9953	1.4665e+09	3.6333e+09	1.4168	0.078271	0.92173	0.15654	0.45581	False
TYR_40738	TYR	81072	1.7656e+05	81072	1.7656e+05	1.1229	4.5589e+09	4.5529e+09	1.4152	0.91131	0.088691	0.17738	0.49171	True
METTL16_10111	METTL16	15185	3817.2	15185	3817.2	-1.9918	6.4617e+07	1.6868e+08	1.4109	0.079133	0.92087	0.15827	0.45652	False
KRTAP11-1_11925	KRTAP11-1	30122	65979	30122	65979	1.1311	6.4284e+08	6.4908e+08	1.4074	0.90963	0.090366	0.18073	0.49306	True
INSL5_44288	INSL5	1.1729e+05	2.5383e+05	1.1729e+05	2.5383e+05	1.1137	9.3208e+09	9.4163e+09	1.407	0.9101	0.089903	0.17981	0.49306	True
OPALIN_42758	OPALIN	84907	1.8421e+05	84907	1.8421e+05	1.1174	4.9311e+09	4.9863e+09	1.4064	0.90986	0.090139	0.18028	0.49306	True
RBX1_30468	RBX1	11835	2994.5	11835	2994.5	-1.9823	3.9075e+07	1.0329e+08	1.4062	0.079828	0.92017	0.15966	0.4572	False
CXorf66_37080	CXorf66	52283	1.1382e+05	52283	1.1382e+05	1.1223	1.8932e+09	1.9207e+09	1.4041	0.90929	0.090714	0.18143	0.49306	True
AFM_7362	AFM	35634	77727	35634	77727	1.1252	8.8591e+08	9.0338e+08	1.4005	0.90853	0.091469	0.18294	0.49457	True
KRTAP10-9_68637	KRTAP10-9	1496.1	379.23	1496.1	379.23	-1.9772	6.2368e+05	1.7666e+06	1.4003	0.080715	0.91928	0.16143	0.46038	False
UPF1_41940	UPF1	45938	99902	45938	99902	1.1208	1.4561e+09	1.489e+09	1.3985	0.90829	0.091705	0.18341	0.49457	True
DEFB129_4555	DEFB129	2313.5	5164.2	2313.5	5164.2	1.1581	4.0633e+06	4.1638e+06	1.397	0.90683	0.093167	0.18633	0.49665	True
UPF1_41939	UPF1	5982.9	1533.5	5982.9	1533.5	-1.9633	9.8985e+06	2.6992e+07	1.3965	0.081277	0.91872	0.16255	0.46168	False
KRTAP13-3_71494	KRTAP13-3	1.0446e+05	2.2516e+05	1.0446e+05	2.2516e+05	1.108	7.2837e+09	7.4969e+09	1.394	0.90785	0.092153	0.18431	0.49486	True
GPR148_58138	GPR148	39789	86082	39789	86082	1.1133	1.0715e+09	1.1224e+09	1.3818	0.90537	0.094632	0.18926	0.50191	True
KRT78_68327	KRT78	81567	1.7501e+05	81567	1.7501e+05	1.1014	4.3662e+09	4.6077e+09	1.3766	0.90476	0.09524	0.19048	0.50191	True
KRTAP4-4_54200	KRTAP4-4	1.0163e+05	2.1692e+05	1.0163e+05	2.1692e+05	1.0938	6.6459e+09	7.1026e+09	1.368	0.90333	0.096669	0.19334	0.50751	True
KRT78_68324	KRT78	6731.9	14662	6731.9	14662	1.1228	3.144e+07	3.4041e+07	1.3591	0.90059	0.099411	0.19882	0.51604	True
KRTAP10-5_60369	KRTAP10-5	1.3106e+05	36533	1.3106e+05	36533	-1.8429	4.4677e+09	1.1714e+10	1.3517	0.088233	0.91177	0.17647	0.49113	False
C16orf78_51476	C16orf78	31830	68177	31830	68177	1.0989	6.6056e+08	7.2348e+08	1.3513	0.89985	0.10015	0.20029	0.51792	True
UPF1_41941	UPF1	73439	20827	73439	20827	-1.8181	1.384e+09	3.748e+09	1.3388	0.090311	0.90969	0.18062	0.49306	False
NOP56_26812	NOP56	38775	11191	38775	11191	-1.7927	3.8044e+08	1.0667e+09	1.3257	0.092475	0.90753	0.18495	0.49486	False
BYSL_44300	BYSL	5557.1	1630.9	5557.1	1630.9	-1.768	7.7075e+06	2.3343e+07	1.3102	0.095069	0.90493	0.19014	0.50191	False
KRTAP13-1_31401	KRTAP13-1	78386	1.6306e+05	78386	1.6306e+05	1.0568	3.5851e+09	4.2608e+09	1.2972	0.8901	0.1099	0.21981	0.5504	True
FCRL4_24403	FCRL4	47030	98060	47030	98060	1.0601	1.302e+09	1.5595e+09	1.2922	0.88888	0.11112	0.22225	0.55403	True
TAS2R40_54861	TAS2R40	5621.2	11920	5621.2	11920	1.0843	1.9838e+07	2.3875e+07	1.2891	0.88722	0.11278	0.22555	0.56025	True
GTPBP4_29631	GTPBP4	2241.2	677.65	2241.2	677.65	-1.7242	1.2224e+06	3.9119e+06	1.2889	0.098725	0.90128	0.19745	0.51445	False
TRAPPC1_27599	TRAPPC1	29898	9114.1	29898	9114.1	-1.7138	2.1599e+08	6.3962e+08	1.2888	0.098732	0.90127	0.19746	0.51445	False
RPTN_73121	RPTN	37977	78549	37977	78549	1.0484	8.2304e+08	1.024e+09	1.2679	0.88392	0.11608	0.23216	0.57255	True
EIF2S3_50674	EIF2S3	41697	13159	41697	13159	-1.6638	4.0721e+08	1.2307e+09	1.2662	0.10272	0.89728	0.20544	0.52925	False
PDE6H_40690	PDE6H	1.0558e+05	2.1606e+05	1.0558e+05	2.1606e+05	1.0331	6.1034e+09	7.6557e+09	1.2627	0.88339	0.11661	0.23322	0.57314	True
KANSL3_73785	KANSL3	14800	30757	14800	30757	1.0552	1.2731e+08	1.6037e+08	1.26	0.88185	0.11815	0.23631	0.57628	True
CEACAM7_4029	CEACAM7	10674	3411	10674	3411	-1.6456	2.6379e+07	8.4311e+07	1.2547	0.10479	0.89521	0.20957	0.53791	False
NCR2_52133	NCR2	41667	85603	41667	85603	1.0387	9.6518e+08	1.229e+09	1.2533	0.88099	0.11901	0.23802	0.57628	True
TAS2R1_11868	TAS2R1	17208	35600	17208	35600	1.0487	1.6913e+08	2.1573e+08	1.2522	0.8803	0.1197	0.23939	0.57628	True
SDR9C7_25563	SDR9C7	97784	1.9913e+05	97784	1.9913e+05	1.0261	5.1358e+09	6.5832e+09	1.2491	0.88056	0.11944	0.23887	0.57628	True
REG3A_26656	REG3A	60874	19735	60874	19735	-1.625	8.4621e+08	2.5909e+09	1.2487	0.10589	0.89411	0.21178	0.54155	False
HNRNPU_59641	HNRNPU	39862	12996	39862	12996	-1.6169	3.6091e+08	1.1264e+09	1.2438	0.10678	0.89322	0.21356	0.5441	False
CRNN_73877	CRNN	1291.9	2721	1291.9	2721	1.0741	1.0212e+06	1.3237e+06	1.2421	0.8768	0.1232	0.2464	0.58081	True
COPS3_36872	COPS3	25291	8301.7	25291	8301.7	-1.607	1.4432e+08	4.6019e+08	1.2381	0.10784	0.89216	0.21567	0.54747	False
ISX_38470	ISX	97467	1.9758e+05	97467	1.9758e+05	1.0194	5.0108e+09	6.5412e+09	1.2378	0.8782	0.1218	0.24359	0.5795	True
DMP1_34408	DMP1	70358	1.4286e+05	70358	1.4286e+05	1.0218	2.6281e+09	3.4449e+09	1.2352	0.8775	0.1225	0.245	0.5795	True
PUF60_66565	PUF60	4685.8	1537.7	4685.8	1537.7	-1.6069	4.9552e+06	1.6689e+07	1.2351	0.10841	0.89159	0.21681	0.54836	False
SIGLECL1_16397	SIGLECL1	49457	16450	49457	16450	-1.588	5.4473e+08	1.7218e+09	1.2304	0.10927	0.89073	0.21854	0.5504	False
GTPBP4_29632	GTPBP4	74262	24872	74262	24872	-1.5781	1.2197e+09	3.831e+09	1.2265	0.11	0.89	0.22	0.5504	False
C1orf146_19902	C1orf146	14870	30320	14870	30320	1.0278	1.1935e+08	1.6186e+08	1.2144	0.8722	0.1278	0.2556	0.5839	True
BRDT_25980	BRDT	61183	1.2329e+05	61183	1.2329e+05	1.0108	1.9285e+09	2.6169e+09	1.2141	0.87292	0.12708	0.25417	0.5839	True
HTR3C_52812	HTR3C	43463	87696	43463	87696	1.0127	9.7829e+08	1.3353e+09	1.2105	0.87195	0.12805	0.2561	0.5839	True
C1orf146_19903	C1orf146	1.0981e+05	2.1934e+05	1.0981e+05	2.1934e+05	0.99809	5.9977e+09	8.2713e+09	1.2043	0.87111	0.12889	0.25778	0.5839	True
SDR9C7_25564	SDR9C7	10271	3549.9	10271	3549.9	-1.5325	2.2589e+07	7.8161e+07	1.2004	0.11499	0.88501	0.22999	0.56922	False
ZG16_45623	ZG16	17568	35544	17568	35544	1.0166	1.6157e+08	2.247e+08	1.1992	0.86898	0.13102	0.26205	0.58769	True
KRTAP10-4_30359	KRTAP10-4	36477	12863	36477	12863	-1.5037	2.7882e+08	9.4595e+08	1.1885	0.11732	0.88268	0.23463	0.57456	False
MEP1B_56775	MEP1B	54961	1.0946e+05	54961	1.0946e+05	0.99397	1.4853e+09	2.119e+09	1.184	0.86625	0.13375	0.26751	0.59252	True
MRGPRX2_12214	MRGPRX2	61991	1.2333e+05	61991	1.2333e+05	0.99243	1.8815e+09	2.6853e+09	1.1838	0.86627	0.13373	0.26747	0.59252	True
RNASE8_19329	RNASE8	30430	60704	30430	60704	0.99629	4.5827e+08	6.6219e+08	1.1765	0.86421	0.13579	0.27158	0.59685	True
RTP1_11477	RTP1	22260	7974.3	22260	7974.3	-1.4809	1.0204e+08	3.5798e+08	1.1763	0.11975	0.88025	0.23949	0.57628	False
CRNN_73875	CRNN	44692	88795	44692	88795	0.99043	9.7251e+08	1.4107e+09	1.1742	0.86392	0.13608	0.27216	0.59685	True
NCR2_52135	NCR2	99790	1.9663e+05	99790	1.9663e+05	0.97853	4.6892e+09	6.8515e+09	1.17	0.86342	0.13658	0.27315	0.59715	True
MT1B_26665	MT1B	48532	17606	48532	17606	-1.4628	4.7821e+08	1.659e+09	1.1686	0.12128	0.87872	0.24256	0.5795	False
GK2_58549	GK2	1343.9	484.92	1343.9	484.92	-1.4687	3.689e+05	1.4306e+06	1.1669	0.12162	0.87838	0.24324	0.5795	False
METTL16_10112	METTL16	36097	13194	36097	13194	-1.4519	2.6226e+08	9.2663e+08	1.1626	0.12251	0.87749	0.24501	0.5795	False
MEPE_2169	MEPE	4274.9	8612.6	4274.9	8612.6	1.0104	9.4077e+06	1.3933e+07	1.1621	0.85972	0.14028	0.28056	0.60382	True
TFAP2D_34057	TFAP2D	27609	54730	27609	54730	0.98718	3.6778e+08	5.4683e+08	1.1598	0.86033	0.13967	0.27933	0.60305	True
CRX_7229	CRX	1.0345e+05	2.0274e+05	1.0345e+05	2.0274e+05	0.9707	4.9295e+09	7.3549e+09	1.1578	0.86066	0.13934	0.27868	0.60305	True
CRX_7228	CRX	20683	7644.8	20683	7644.8	-1.4358	8.5e+07	3.0979e+08	1.1535	0.12436	0.87564	0.24872	0.58222	False
TSPAN16_7200	TSPAN16	21080	7796.1	21080	7796.1	-1.4349	8.8233e+07	3.216e+08	1.1531	0.12444	0.87556	0.24888	0.58222	False
TCHHL1_62149	TCHHL1	1146.9	422.75	1146.9	422.75	-1.4377	2.6217e+05	1.0474e+06	1.1515	0.12476	0.87524	0.24952	0.58222	False
HUWE1_61049	HUWE1	13661	5085.5	13661	5085.5	-1.4255	3.6773e+07	1.3699e+08	1.1476	0.12557	0.87443	0.25114	0.5839	False
MUC7_58299	MUC7	11498	22750	11498	22750	0.98446	6.3307e+07	9.758e+07	1.1391	0.85494	0.14506	0.29012	0.61145	True
CEACAM7_4030	CEACAM7	32939	12477	32939	12477	-1.4004	2.0935e+08	7.7392e+08	1.1362	0.12793	0.87207	0.25586	0.5839	False
UQCRFS1_67402	UQCRFS1	45117	88183	45117	88183	0.96681	9.2735e+08	1.4372e+09	1.136	0.85507	0.14493	0.28986	0.61145	True
PSKH2_58673	PSKH2	46676	91184	46676	91184	0.96607	9.9047e+08	1.5365e+09	1.1355	0.85496	0.14504	0.29009	0.61145	True
IMP3_71791	IMP3	33398	12674	33398	12674	-1.3978	2.1474e+08	7.9526e+08	1.1349	0.12821	0.87179	0.25642	0.5839	False
LSG1_4326	LSG1	6276.3	2374.9	6276.3	2374.9	-1.4017	7.6104e+06	2.9657e+07	1.1345	0.12829	0.87171	0.25659	0.5839	False
SLC32A1_36689	SLC32A1	1390.6	528.44	1390.6	528.44	-1.3942	3.7166e+05	1.53e+06	1.1297	0.12931	0.87069	0.25862	0.5839	False
ZNF574_53196	ZNF574	67764	25945	67764	25945	-1.385	8.7439e+08	3.1994e+09	1.1295	0.12933	0.87067	0.25867	0.5839	False
ANKRD30A_15959	ANKRD30A	26829	52448	26829	52448	0.96708	3.2818e+08	5.1685e+08	1.1269	0.85257	0.14743	0.29487	0.61145	True
NUP155_59655	NUP155	75878	29365	75878	29365	-1.3696	1.0817e+09	3.9968e+09	1.1217	0.13099	0.86901	0.26197	0.58769	False
RPTN_73120	RPTN	2759.5	1069.3	2759.5	1069.3	-1.3669	1.4284e+06	5.8898e+06	1.116	0.13221	0.86779	0.26442	0.5911	False
SPRR4_44	SPRR4	96893	38180	96893	38180	-1.3435	1.7236e+09	6.4656e+09	1.1086	0.13381	0.86619	0.26762	0.59252	False
KRT2_56182	KRT2	5596.1	10971	5596.1	10971	0.97105	1.4444e+07	2.3666e+07	1.1048	0.84615	0.15385	0.3077	0.61145	True
DNM2_64937	DNM2	38686	74577	38686	74577	0.94688	6.4405e+08	1.062e+09	1.1013	0.84659	0.15341	0.30683	0.61145	True
NUP155_59654	NUP155	1391.6	551.24	1391.6	551.24	-1.3344	3.5308e+05	1.5321e+06	1.0991	0.13587	0.86413	0.27174	0.59685	False
NCR2_52134	NCR2	44749	17957	44749	17957	-1.3173	3.5891e+08	1.4142e+09	1.0934	0.13711	0.86289	0.27421	0.59733	False
CPSF2_4897	CPSF2	3787.4	1516.9	3787.4	1516.9	-1.3195	2.5776e+06	1.098e+07	1.0917	0.13748	0.86252	0.27496	0.59733	False
KANSL3_73783	KANSL3	39973	76688	39973	76688	0.93997	6.7401e+08	1.1326e+09	1.091	0.84404	0.15596	0.31192	0.61145	True
DMP1_34406	DMP1	46847	89222	46847	89222	0.92942	8.9781e+08	1.5476e+09	1.0772	0.84068	0.15932	0.31864	0.61145	True
DMRTC2_65048	DMRTC2	86386	35596	86386	35596	-1.2791	1.2898e+09	5.1587e+09	1.0741	0.1414	0.8586	0.28279	0.60673	False
TTI1_75615	TTI1	7598	14653	7598	14653	0.94746	2.4889e+07	4.3193e+07	1.0735	0.83849	0.16151	0.32303	0.61145	True
CCT8L2_26470	CCT8L2	68705	28766	68705	28766	-1.256	7.9757e+08	3.2874e+09	1.0613	0.14428	0.85572	0.28856	0.61145	False
TREML4_14194	TREML4	12532	23908	12532	23908	0.93187	6.4713e+07	1.156e+08	1.0581	0.83487	0.16513	0.33026	0.61145	True
EIF3A_36781	EIF3A	1.1749e+05	49475	1.1749e+05	49475	-1.2477	2.313e+09	9.4472e+09	1.0576	0.14512	0.85488	0.29023	0.61145	False
F13B_21473	F13B	429.66	180.29	429.66	180.29	-1.2482	31091	1.5203e+05	1.0551	0.14569	0.85431	0.29139	0.61145	False
HSD17B10_2880	HSD17B10	59109	24942	59109	24942	-1.2448	5.8369e+08	2.4452e+09	1.0549	0.14572	0.85428	0.29145	0.61145	False
ANKRD30A_15961	ANKRD30A	2714.3	5230.5	2714.3	5230.5	0.94615	3.1659e+06	5.7012e+06	1.0538	0.83263	0.16737	0.33474	0.61145	True
CD200R1L_60525	CD200R1L	209.53	412.39	209.53	412.39	0.97349	20577	37115	1.053	0.83035	0.16965	0.33929	0.6164	True
RNASE11_63972	RNASE11	12135	5129	12135	5129	-1.2423	2.4545e+07	1.0851e+08	1.0518	0.14646	0.85354	0.29291	0.61145	False
LALBA_73699	LALBA	9337.8	17785	9337.8	17785	0.92941	3.5675e+07	6.4801e+07	1.0493	0.83236	0.16764	0.33528	0.61145	True
ZNF679_56195	ZNF679	1309.7	555.38	1309.7	555.38	-1.2362	2.8448e+05	1.3598e+06	1.0475	0.14744	0.85256	0.29488	0.61145	False
ACTB_44180	ACTB	34661	14757	34661	14757	-1.2319	1.9809e+08	8.5553e+08	1.0472	0.14749	0.85251	0.29499	0.61145	False
ACTL6A_37885	ACTL6A	23945	45042	23945	45042	0.91151	2.2254e+08	4.1324e+08	1.0378	0.83002	0.16998	0.33996	0.6164	True
KRT78_68325	KRT78	40245	75285	40245	75285	0.90354	6.1391e+08	1.1478e+09	1.0343	0.82947	0.17053	0.34106	0.6164	True
KRTAP4-4_54198	KRTAP4-4	48906	91292	48906	91292	0.90046	8.9828e+08	1.6843e+09	1.0328	0.82922	0.17078	0.34155	0.6164	True
PDE6H_40692	PDE6H	8969.8	16931	8969.8	16931	0.91643	3.1689e+07	5.9872e+07	1.0289	0.82691	0.17309	0.34619	0.61991	True
BRDT_25978	BRDT	78454	1.4528e+05	78454	1.4528e+05	0.88889	2.2327e+09	4.2682e+09	1.0228	0.82692	0.17308	0.34615	0.61991	True
MEP1B_56773	MEP1B	54778	1.0155e+05	54778	1.0155e+05	0.89046	1.0936e+09	2.1052e+09	1.0193	0.82571	0.17429	0.34858	0.62108	True
